PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30456980","Use of butorphanol and diprenorphine to counter respiratory impairment in the immobilised white rhinoceros (Ceratotherium simum)","Meyer LCR, Fuller A, Hofmeyr M, Buss P, Miller M, Haw A.","J S Afr Vet Assoc. 2018 Oct 18;89(0):e1-e8. doi: 10.4102/jsava.v89i0.1683.","Meyer LCR","J S Afr Vet Assoc","2018","2018/11/21","PMC6244275","","10.4102/jsava.v89i0.1683"
"30169422","Betulinic acid, derived from the desert lavender Hyptis emoryi, attenuates paclitaxel-, HIV-, and nerve injury-associated peripheral sensory neuropathy via block of N- and T-type calcium channels","Bellampalli SS, Ji Y, Moutal A, Cai S, Wijeratne EMK, Gandini MA, Yu J, Chefdeville A, Dorame A, Chew LA, Madura CL, Luo S, Molnar G, Khanna M, Streicher JM, Zamponi GW, Gunatilaka AAL, Khanna R.","Pain. 2019 Jan;160(1):117-135. doi: 10.1097/j.pain.0000000000001385.","Bellampalli SS","Pain","2019","2018/09/01","PMC6309937","NIHMS1504284","10.1097/j.pain.0000000000001385"
"28502792","Drug Binding Poses Relate Structure with Efficacy in the μ Opioid Receptor","Sutcliffe KJ, Henderson G, Kelly E, Sessions RB.","J Mol Biol. 2017 Jun 16;429(12):1840-1851. doi: 10.1016/j.jmb.2017.05.009. Epub 2017 May 11.","Sutcliffe KJ","J Mol Biol","2017","2017/05/16","PMC5472181","","10.1016/j.jmb.2017.05.009"
"28283391","Residues W320 and Y328 within the binding site of the μ-opioid receptor influence opiate ligand bias","Hothersall JD, Torella R, Humphreys S, Hooley M, Brown A, McMurray G, Nickolls SA.","Neuropharmacology. 2017 May 15;118:46-58. doi: 10.1016/j.neuropharm.2017.03.007. Epub 2017 Mar 7.","Hothersall JD","Neuropharmacology","2017","2017/03/12","","","10.1016/j.neuropharm.2017.03.007"
"27554530","Deep brain stimulation of the periaqueductal gray releases endogenous opioids in humans","Sims-Williams H, Matthews JC, Talbot PS, Love-Jones S, Brooks JC, Patel NK, Pickering AE.","Neuroimage. 2017 Feb 1;146:833-842. doi: 10.1016/j.neuroimage.2016.08.038. Epub 2016 Aug 21.","Sims-Williams H","Neuroimage","2017","2016/08/25","PMC5312788","","10.1016/j.neuroimage.2016.08.038"
"27193393","Ligand Specific Efficiency (LSE) Index for PET Tracer Optimization","Auberson YP, Briard E, Sykes D, Reilly J, Healy M.","ChemMedChem. 2016 Jul 5;11(13):1415-27. doi: 10.1002/cmdc.201600112. Epub 2016 May 19.","Auberson YP","ChemMedChem","2016","2016/05/20","","","10.1002/cmdc.201600112"
"26176892","Striatal opioid receptor availability is related to acute and chronic pain perception in arthritis: does opioid adaptation increase resilience to chronic pain?","Brown CA, Matthews J, Fairclough M, McMahon A, Barnett E, Al-Kaysi A, El-Deredy W, Jones AK.","Pain. 2015 Nov;156(11):2267-75. doi: 10.1097/j.pain.0000000000000299.","Brown CA","Pain","2015","2015/07/16","PMC4933204","EMS68969","10.1097/j.pain.0000000000000299"
"25107855","Simultaneous fMRI-PET of the opioidergic pain system in human brain","Wey HY, Catana C, Hooker JM, Dougherty DD, Knudsen GM, Wang DJ, Chonde DB, Rosen BR, Gollub RL, Kong J.","Neuroimage. 2014 Nov 15;102 Pt 2(0 2):275-82. doi: 10.1016/j.neuroimage.2014.07.058. Epub 2014 Aug 6.","Wey HY","Neuroimage","2014","2014/08/10","PMC4348014","NIHMS619640","10.1016/j.neuroimage.2014.07.058"
"25005876","Imaging endogenous opioid peptide release with [11C]carfentanil and [3H]diprenorphine: influence of agonist-induced internalization","Quelch DR, Katsouri L, Nutt DJ, Parker CA, Tyacke RJ.","J Cereb Blood Flow Metab. 2014 Oct;34(10):1604-12. doi: 10.1038/jcbfm.2014.117. Epub 2014 Jul 9.","Quelch DR","J Cereb Blood Flow Metab","2014","2014/07/10","PMC4269718","","10.1038/jcbfm.2014.117"
"24933507","Synthesis and evaluation of three structurally related ¹⁸F-labeled orvinols of different intrinsic activities: 6-O-[¹⁸F]fluoroethyl-diprenorphine ([¹⁸F]FDPN), 6-O-[¹⁸F]fluoroethyl-buprenorphine ([¹⁸F]FBPN), and 6-O-[¹⁸F]fluoroethyl-phenethyl-orvinol ([¹⁸F]FPEO)","Schoultz BW, Hjørnevik T, Reed BJ, Marton J, Coello CS, Willoch F, Henriksen G.","J Med Chem. 2014 Jun 26;57(12):5464-9. doi: 10.1021/jm500503k. Epub 2014 Jun 16.","Schoultz BW","J Med Chem","2014","2014/06/17","","","10.1021/jm500503k"
