PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"14602771","Effects of bezafibrate and simvastatin on endothelial activation and lipid peroxidation in hypercholesterolemia: evidence of different vascular protection by different lipid-lowering treatments","Desideri G, Croce G, Tucci M, Passacquale G, Broccoletti S, Valeri L, Santucci A, Ferri C.","J Clin Endocrinol Metab. 2003 Nov;88(11):5341-7. doi: 10.1210/jc.2003-030724.","Desideri G","J Clin Endocrinol Metab","2003","2003/11/07","","","10.1210/jc.2003-030724"
"9491964","Quantitative gas chromatographic analysis of [1-(4-piperidinyl)-1,3-dihydro-2H-benzimidazole-2-one], the basic metabolite of bezitramide (Burgodin), in human urine","De Baere SM, Lambert WE, De Leenheer AP.","J Anal Toxicol. 1998 Jan-Feb;22(1):18-26. doi: 10.1093/jat/22.1.18.","De Baere SM","J Anal Toxicol","1998","1998/03/10","","","10.1093/jat/22.1.18"
"9414621","Quantitative analysis of despropionyl-bezitramide, the active metabolite of bezitramide (Burgodin), in biological samples by high-performance liquid chromatography with fluorescence detection","De Baere SM, Lambert WE, De Leenheer AP.","Anal Chem. 1997 Dec 15;69(24):5186-92. doi: 10.1021/ac9706180.","De Baere SM","Anal Chem","1997","1998/01/01","","","10.1021/ac9706180"
"8735196","Quantitative gas chromatographic analysis of 3-cyano-3,3-diphenylpropionic acid, the acidic metabolite of bezitramide (Burgodin), in urine","De Baere SM, Lambert WE, Van Bocxlaer JF, De Leenheer AP.","J Anal Toxicol. 1996 May-Jun;20(3):159-64. doi: 10.1093/jat/20.3.159.","De Baere SM","J Anal Toxicol","1996","1996/05/01","","","10.1093/jat/20.3.159"
"7113634","Potent, new analgesics, tailor-made for different purposes","Janssen PA.","Acta Anaesthesiol Scand. 1982 Jun;26(3):262-8. doi: 10.1111/j.1399-6576.1982.tb01765.x.","Janssen PA","Acta Anaesthesiol Scand","1982","1982/06/01","","","10.1111/j.1399-6576.1982.tb01765.x"
"6633692","[Death caused by one tablet of Burgodin]","de Vos JC, Rohof OJ, Bernsen PJ, Conemans JM, van Unnik AJ.","Ned Tijdschr Geneeskd. 1983 Aug 20;127(34):1552-3.","de Vos JC","Ned Tijdschr Geneeskd","1983","1983/08/20","","",""
"6519169","Pharmacokinetics of the oral narcotic analgesic bezitramide and preliminary observations on its effect on experimentally induced pain","Meijer DK, Hovinga G, Versluis A, Bröring J, van Aken K, Moolenaar F, Wesseling H.","Eur J Clin Pharmacol. 1984;27(5):615-8. doi: 10.1007/BF00556902.","Meijer DK","Eur J Clin Pharmacol","1984","1984/01/01","","","10.1007/BF00556902"
"1701224","Ethanol and opiate decrease the axonal transport of substance-P like immunoreactive material in rat vagus-nerves","De Witte PA, Hamon M, Mauborgne A, Cesselin F, Levy C, Laduron PM.","Neuropeptides. 1990 May;16(1):15-20. doi: 10.1016/0143-4179(90)90024-s.","De Witte PA","Neuropeptides","1990","1990/05/01","","","10.1016/0143-4179(90)90024-s"
"29024","Determination of the metabolites of bezitramide in urine. II. The basic metabolite","van Rooij HH, Soe-Agnie C.","J Chromatogr. 1978 Aug 21;156(1):189-95. doi: 10.1016/s0021-9673(00)83139-8.","van Rooij HH","J Chromatogr","1978","1978/08/21","","","10.1016/s0021-9673(00)83139-8"
"23390","Determination of the metabolites of bezitramide in urine. I. Acidic metabolite","van Rooy HH, Kok M, Modderman E, Agnie CS.","J Chromatogr. 1978 Feb 1;148(2):447-52. doi: 10.1016/s0021-9673(00)85302-9.","van Rooy HH","J Chromatogr","1978","1978/02/01","","","10.1016/s0021-9673(00)85302-9"
