PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31609155","Opioid-related respiratory and gastrointestinal adverse events in patients with acute postoperative pain: prevalence, predictors, and burden","Oderda GM, Senagore AJ, Morland K, Iqbal SU, Kugel M, Liu S, Habib AS.","J Pain Palliat Care Pharmacother. 2019 Sep-Dec;33(3-4):82-97. doi: 10.1080/15360288.2019.1668902. Epub 2019 Oct 14.","Oderda GM","J Pain Palliat Care Pharmacother","2019","2019/10/15","","","10.1080/15360288.2019.1668902"
"31603562","Examination of laryngeal function of healthy dogs by using sedation protocols with dexmedetomidine","DeGroot WD, Tobias KM, Browning DC, Zhu X.","Vet Surg. 2020 Jan;49(1):124-130. doi: 10.1111/vsu.13334. Epub 2019 Oct 11.","DeGroot WD","Vet Surg","2020","2019/10/12","","","10.1111/vsu.13334"
"31601494","A prospective randomized trial of intravenous ketorolac vs. acetaminophen administered with opioid patient-controlled analgesia in gynecologic surgery","Rakowski JA, Holloway RW, Ahmad S, Jeppson CN, James JA, Ghurani GB, Bigsby GE, Kendrick JE.","Gynecol Oncol. 2019 Dec;155(3):468-472. doi: 10.1016/j.ygyno.2019.09.019. Epub 2019 Oct 7.","Rakowski JA","Gynecol Oncol","2019","2019/10/12","","","10.1016/j.ygyno.2019.09.019"
"31398210","A controlled-release oral opioid supports S. aureus survival in injection drug preparation equipment and may increase bacteremia and endocarditis risk","Kasper KJ, Manoharan I, Hallam B, Coleman CE, Koivu SL, Weir MA, McCormick JK, Silverman MS.","PLoS One. 2019 Aug 9;14(8):e0219777. doi: 10.1371/journal.pone.0219777. eCollection 2019.","Kasper KJ","PLoS One","2019","2019/08/10","PMC6688832","","10.1371/journal.pone.0219777"
"31390506","Cluster of Sphingomonas paucimobilis Bacteremias Linked to Diversion of Intravenous Hydromorphone","Wasiura J, Segal BH, Mullin KM.","N Engl J Med. 2019 Aug 8;381(6):584-585. doi: 10.1056/NEJMc1902973.","Wasiura J","N Engl J Med","2019","2019/08/08","","","10.1056/NEJMc1902973"
"31353195","Effect of heart rate on the pharmacokinetics of fentanyl in dogs anesthetized with isoflurane and hydromorphone","Machado ML, Soares JH, Pypendop BH, Henao-Guerrero N, Pavlisko ND, Ross J.","Vet Anaesth Analg. 2019 Nov;46(6):736-744. doi: 10.1016/j.vaa.2019.06.005. Epub 2019 Jun 29.","Machado ML","Vet Anaesth Analg","2019","2019/07/30","","","10.1016/j.vaa.2019.06.005"
"31343727","A case report of sweating caused by hydromorphone","Bode LE.","J Opioid Manag. 2019 May/Jun;15(3):261-262. doi: 10.5055/jom.2019.0509.","Bode LE","J Opioid Manag","2019","2019/07/26","","","10.5055/jom.2019.0509"
"31326087","Side effect profiles of different opioids in the perioperative setting: are they different and can we reduce them?","Shim H, Gan TJ.","Br J Anaesth. 2019 Sep;123(3):266-268. doi: 10.1016/j.bja.2019.06.009. Epub 2019 Jul 17.","Shim H","Br J Anaesth","2019","2019/07/22","","","10.1016/j.bja.2019.06.009"
"31320243","Possible biased analgesic of hydromorphone through the G protein-over β-arrestin-mediated pathway: cAMP, CellKey™, and receptor internalization analyses","Manabe S, Miyano K, Fujii Y, Ohshima K, Yoshida Y, Nonaka M, Uzu M, Matsuoka Y, Sato T, Uezono Y, Morimatsu H.","J Pharmacol Sci. 2019 Jun;140(2):171-177. doi: 10.1016/j.jphs.2019.06.005. Epub 2019 Jul 2.","Manabe S","J Pharmacol Sci","2019","2019/07/20","","","10.1016/j.jphs.2019.06.005"
"31265441","Analgesic Rescue With Opioid-Only Thoracic Epidural After Surgical Infiltration of Liposomal Bupivacaine: A Case Report","Swisher MW, Millar MB, Gabriel RA, Said ET.","A A Pract. 2019 Oct 15;13(8):292-294. doi: 10.1213/XAA.0000000000001057.","Swisher MW","A A Pract","2019","2019/07/03","","","10.1213/XAA.0000000000001057"
