PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31448846","Lofexidine in Combination With Oral Naltrexone for Opioid Use Disorder Relapse Prevention: A Pilot Randomized, Double-Blind, Placebo-Controlled Study","Hermes G, Hyman SM, Fogelman N, Kosten TR, Sinha R.","Am J Addict. 2019 Nov;28(6):480-488. doi: 10.1111/ajad.12942. Epub 2019 Aug 26.","Hermes G","Am J Addict","2019","2019/08/27","","","10.1111/ajad.12942"
"31022027","New Drugs 2019, part 2","Hussar DA.","Nursing. 2019 May;49(5):32-41. doi: 10.1097/01.NURSE.0000554609.18148.78.","Hussar DA","Nursing","2019","2019/04/26","","","10.1097/01.NURSE.0000554609.18148.78"
"30874408","Lofexidine (Lucemyra) for Treatment of Opioid Withdrawal Symptoms","Bryce C.","Am Fam Physician. 2019 Mar 15;99(6):392-394.","Bryce C","Am Fam Physician","2019","2019/03/16","","",""
"30724094","Lofexidine: A Newly FDA-Approved, Nonopioid Treatment for Opioid Withdrawal","Doughty B, Morgenson D, Brooks T.","Ann Pharmacother. 2019 Jul;53(7):746-753. doi: 10.1177/1060028019828954. Epub 2019 Feb 6.","Doughty B","Ann Pharmacother","2019","2019/02/07","","","10.1177/1060028019828954"
"30580925","Baloxavir marboxil, Fremanezumab-vfrm, Galcanezumab-gnlm, and Lofexidine hydrochloride","Hussar DA, Moyer MR.","J Am Pharm Assoc (2003). 2019 Jan-Feb;59(1):141-144. doi: 10.1016/j.japh.2018.12.002. Epub 2018 Dec 21.","Hussar DA","J Am Pharm Assoc (2003)","2019","2018/12/25","","","10.1016/j.japh.2018.12.002"
"30379711","Drug updates and approvals: 2018 in review","Mospan C, Mospan G, Byland E, Whitaker WB, Xiong L, Dunlap J, Canupp K.","Nurse Pract. 2018 Dec;43(12):23-32. doi: 10.1097/01.NPR.0000547548.63764.6b.","Mospan C","Nurse Pract","2018","2018/11/01","","","10.1097/01.NPR.0000547548.63764.6b"
"30133422","Expanded table: Some drugs for management of opioid withdrawal symptoms","","Med Lett Drugs Ther. 2018 Aug 27;60(1554):e144-e146.","","Med Lett Drugs Ther","2018","2018/08/23","","",""
"30133420","Management of opioid withdrawal symptoms","","Med Lett Drugs Ther. 2018 Aug 27;60(1554):137-141.","","Med Lett Drugs Ther","2018","2018/08/23","","",""
"30036346","Lofexidine (Lucemyra) for opioid withdrawal","","Med Lett Drugs Ther. 2018 Jul 16;60(1551):115-117.","","Med Lett Drugs Ther","2018","2018/07/24","","",""
"29941528","FDA approves nonopioid medication for managing opioid withdrawal","Traynor K.","Am J Health Syst Pharm. 2018 Jul 1;75(13):927. doi: 10.2146/news180041.","Traynor K","Am J Health Syst Pharm","2018","2018/06/27","","","10.2146/news180041"
"29910009","Lofexidine versus diazepam for the treatment of opioid withdrawal syndrome: A double-blind randomized clinical trial in Singapore","Guo S, Manning V, Yang Y, Koh PK, Chan E, de Souza NN, Assam PN, Sultana R, Wijesinghe R, Pangjaya J, Kandasami G, Cheok C, Lee KM, Wong KE.","J Subst Abuse Treat. 2018 Aug;91:1-11. doi: 10.1016/j.jsat.2018.04.012. Epub 2018 Apr 25.","Guo S","J Subst Abuse Treat","2018","2018/06/19","","","10.1016/j.jsat.2018.04.012"
"29457671","Abstinence and reduced frequency of use are associated with improvements in quality of life among treatment-seekers with cannabis use disorder","Brezing CA, Choi CJ, Pavlicova M, Brooks D, Mahony AL, Mariani JJ, Levin FR.","Am J Addict. 2018 Mar;27(2):101-107. doi: 10.1111/ajad.12660. Epub 2018 Feb 19.","Brezing CA","Am J Addict","2018","2018/02/20","PMC5846101","NIHMS947333","10.1111/ajad.12660"
"28631527","Buprenorphine/naloxone versus methadone and lofexidine in community stabilisation and detoxification: A randomised controlled trial of low dose short-term opiate-dependent individuals","Law FD, Diaper AM, Melichar JK, Coulton S, Nutt DJ, Myles JS.","J Psychopharmacol. 2017 Aug;31(8):1046-1055. doi: 10.1177/0269881117711710. Epub 2017 Jun 20.","Law FD","J Psychopharmacol","2017","2017/06/21","","","10.1177/0269881117711710"
"28553701","Opioid antagonists with minimal sedation for opioid withdrawal","Gowing L, Ali R, White JM.","Cochrane Database Syst Rev. 2017 May 29;5(5):CD002021. doi: 10.1002/14651858.CD002021.pub4.","Gowing L","Cochrane Database Syst Rev","2017","2017/05/30","PMC6481395","","10.1002/14651858.CD002021.pub4"
"28527421","A phase III, randomized, multi-center, double blind, placebo controlled study of safety and efficacy of lofexidine for relief of symptoms in individuals undergoing inpatient opioid withdrawal","Gorodetzky CW, Walsh SL, Martin PR, Saxon AJ, Gullo KL, Biswas K.","Drug Alcohol Depend. 2017 Jul 1;176:79-88. doi: 10.1016/j.drugalcdep.2017.02.020. Epub 2017 May 10.","Gorodetzky CW","Drug Alcohol Depend","2017","2017/05/21","","","10.1016/j.drugalcdep.2017.02.020"
"28220474","Buprenorphine for managing opioid withdrawal","Gowing L, Ali R, White JM, Mbewe D.","Cochrane Database Syst Rev. 2017 Feb 21;2(2):CD002025. doi: 10.1002/14651858.CD002025.pub5.","Gowing L","Cochrane Database Syst Rev","2017","2017/02/22","PMC6464315","","10.1002/14651858.CD002025.pub5"
"27140827","Alpha₂-adrenergic agonists for the management of opioid withdrawal","Gowing L, Farrell M, Ali R, White JM.","Cochrane Database Syst Rev. 2016 May 3;2016(5):CD002024. doi: 10.1002/14651858.CD002024.pub5.","Gowing L","Cochrane Database Syst Rev","2016","2016/05/04","PMC7081129","","10.1002/14651858.CD002024.pub5"
"27124502","Psychometric evaluation of the 10-item Short Opiate Withdrawal Scale-Gossop (SOWS-Gossop) in patients undergoing opioid detoxification","Vernon MK, Reinders S, Mannix S, Gullo K, Gorodetzky CW, Clinch T.","Addict Behav. 2016 Sep;60:109-16. doi: 10.1016/j.addbeh.2016.03.028. Epub 2016 Apr 1.","Vernon MK","Addict Behav","2016","2016/04/29","","","10.1016/j.addbeh.2016.03.028"
"26711160","Dronabinol and lofexidine for cannabis use disorder: A randomized, double-blind, placebo-controlled trial","Levin FR, Mariani JJ, Pavlicova M, Brooks D, Glass A, Mahony A, Nunes EV, Bisaga A, Dakwar E, Carpenter KM, Sullivan MA, Choi JC.","Drug Alcohol Depend. 2016 Feb 1;159:53-60. doi: 10.1016/j.drugalcdep.2015.11.025. Epub 2015 Nov 27.","Levin FR","Drug Alcohol Depend","2016","2015/12/30","PMC4729291","NIHMS746664","10.1016/j.drugalcdep.2015.11.025"
"25260380","The preclinical discovery of lofexidine for the treatment of opiate addiction","Vartak AP.","Expert Opin Drug Discov. 2014 Nov;9(11):1371-7. doi: 10.1517/17460441.2014.962995. Epub 2014 Sep 26.","Vartak AP","Expert Opin Drug Discov","2014","2014/09/28","","","10.1517/17460441.2014.962995"
"24906134","Dual effects of α2 -adrenoceptors in modulating myogenic tone in sheep isolated internal anal sphincter","Rayment SJ, Simpson JA, Eames T, Acheson AG, Dashwood MR, Henry Y, Gruss H, Scholefield JH, Wilson VG.","Neurogastroenterol Motil. 2014 Aug;26(8):1095-103. doi: 10.1111/nmo.12363. Epub 2014 Jun 6.","Rayment SJ","Neurogastroenterol Motil","2014","2014/06/07","","","10.1111/nmo.12363"
"24595586","Non-surgical interventions for the management of chronic pelvic pain","Cheong YC, Smotra G, Williams AC.","Cochrane Database Syst Rev. 2014 Mar 5;(3):CD008797. doi: 10.1002/14651858.CD008797.pub2.","Cheong YC","Cochrane Database Syst Rev","2014","2014/03/06","","","10.1002/14651858.CD008797.pub2"
"24316175","Assessment of safety, cardiovascular and subjective effects after intravenous cocaine and lofexidine","De La Garza R 2nd, Galloway GP, Newton TF, Mendelson J, Haile CN, Dib E, Hawkins RY, Chen CY, Mahoney JJ 3rd, Mojsiak J, Lao G, Anderson A, Kahn R.","Prog Neuropsychopharmacol Biol Psychiatry. 2014 Apr 3;50:44-52. doi: 10.1016/j.pnpbp.2013.11.013. Epub 2013 Dec 4.","De La Garza R 2nd","Prog Neuropsychopharmacol Biol Psychiatry","2014","2013/12/10","PMC4562471","NIHMS552190","10.1016/j.pnpbp.2013.11.013"
"23998378","Differential effects of acute and chronic treatment with the α2-adrenergic agonist, lofexidine, on cocaine self-administration in rhesus monkeys","Kohut SJ, Fivel PA, Mello NK.","Drug Alcohol Depend. 2013 Dec 1;133(2):593-9. doi: 10.1016/j.drugalcdep.2013.07.032. Epub 2013 Aug 11.","Kohut SJ","Drug Alcohol Depend","2013","2013/09/04","PMC3818349","NIHMS514758","10.1016/j.drugalcdep.2013.07.032"
"23062049","Opioid dependence","Praveen KT, Law F, O'Shea J, Melichar J.","Am Fam Physician. 2012 Sep 15;86(6):565-6.","Praveen KT","Am Fam Physician","2012","2012/10/16","","",""
"21036514","Outpatient versus inpatient opioid detoxification: a randomized controlled trial","Day E, Strang J.","J Subst Abuse Treat. 2011 Jan;40(1):56-66. doi: 10.1016/j.jsat.2010.08.007. Epub 2010 Oct 30.","Day E","J Subst Abuse Treat","2011","2010/11/02","","","10.1016/j.jsat.2010.08.007"
"20169438","The pharmacological treatment of opioid addiction--a clinical perspective","Lobmaier P, Gossop M, Waal H, Bramness J.","Eur J Clin Pharmacol. 2010 Jun;66(6):537-45. doi: 10.1007/s00228-010-0793-6. Epub 2010 Feb 19.","Lobmaier P","Eur J Clin Pharmacol","2010","2010/02/20","","","10.1007/s00228-010-0793-6"
"20074867","A comparison of methadone, buprenorphine and alpha(2) adrenergic agonists for opioid detoxification: a mixed treatment comparison meta-analysis","Meader N.","Drug Alcohol Depend. 2010 Apr 1;108(1-2):110-4. doi: 10.1016/j.drugalcdep.2009.12.008. Epub 2010 Jan 13.","Meader N","Drug Alcohol Depend","2010","2010/01/16","","","10.1016/j.drugalcdep.2009.12.008"
"20040696","Lofexidine, an {alpha}2-receptor agonist for opioid detoxification","Gish EC, Miller JL, Honey BL, Johnson PN.","Ann Pharmacother. 2010 Feb;44(2):343-51. doi: 10.1345/aph.1M347. Epub 2009 Dec 29.","Gish EC","Ann Pharmacother","2010","2009/12/31","","","10.1345/aph.1M347"
"20014908","A study on Fu-Yuan Pellet, a traditional chinese medicine formula for detoxification of heroin addictions","Wang X, Li J, Huang M, Kang L, Hu M.","Am J Drug Alcohol Abuse. 2009;35(6):408-11. doi: 10.3109/00952990903377146.","Wang X","Am J Drug Alcohol Abuse","2009","2009/12/18","","","10.3109/00952990903377146"
"19637105","Urine and plasma pharmacokinetics of lofexidine after oral delivery in opiate-dependent patients","Al Ghananeem AM, Herman BH, Abbassi M, Yu E, Miotto K, O'Brien CP, Ling W, Montgomery A, Walsh R.","Am J Drug Alcohol Abuse. 2009;35(5):311-5. doi: 10.1080/00952990903060135.","Al Ghananeem AM","Am J Drug Alcohol Abuse","2009","2009/07/29","","","10.1080/00952990903060135"
"19588330","Buprenorphine for the management of opioid withdrawal","Gowing L, Ali R, White JM.","Cochrane Database Syst Rev. 2009 Jul 8;(3):CD002025. doi: 10.1002/14651858.CD002025.pub4.","Gowing L","Cochrane Database Syst Rev","2009","2009/07/10","","","10.1002/14651858.CD002025.pub4"
"19397459","Electrocardiographic effects of lofexidine and methadone coadministration: secondary findings from a safety study","Schmittner J, Schroeder JR, Epstein DH, Krantz MJ, Eid NC, Preston KL.","Pharmacotherapy. 2009 May;29(5):495-502. doi: 10.1592/phco.29.5.495.","Schmittner J","Pharmacotherapy","2009","2009/04/29","PMC3150470","NIHMS312570","10.1592/phco.29.5.495"
"19016185","A comparative clinical study of the effects of the traditional Chinese medicine Jinniu capsules and lofexidine on acute heroin withdrawal symptoms","Shi J, Xu GZ, Liu TT, Wang X, Shen LY, Li J, Hao W, Chen HX, Li SX, Lu L.","Am J Drug Alcohol Abuse. 2008;34(6):792-800. doi: 10.1080/00952990802491563.","Shi J","Am J Drug Alcohol Abuse","2008","2008/11/19","","","10.1080/00952990802491563"
"18821454","Clinical pharmacokinetics of lofexidine, the alpha 2-adrenergic receptor agonist, in opiate addicts plasma using a highly sensitive liquid chromatography tandem mass spectrometric analysis","Yu E, Miotto K, Akerele E, O'Brien CP, Ling W, Kleber H, Fischman MW, Elkashef A, Herman BH, Al-Ghananeem AM.","Am J Drug Alcohol Abuse. 2008;34(5):611-6. doi: 10.1080/00952990802308122.","Yu E","Am J Drug Alcohol Abuse","2008","2008/09/30","","","10.1080/00952990802308122"
"18508207","A Phase 3 placebo-controlled, double-blind, multi-site trial of the alpha-2-adrenergic agonist, lofexidine, for opioid withdrawal","Yu E, Miotto K, Akerele E, Montgomery A, Elkashef A, Walsh R, Montoya I, Fischman MW, Collins J, McSherry F, Boardman K, Davies DK, O'Brien CP, Ling W, Kleber H, Herman BH.","Drug Alcohol Depend. 2008 Sep 1;97(1-2):158-68. doi: 10.1016/j.drugalcdep.2008.04.002. Epub 2008 May 27.","Yu E","Drug Alcohol Depend","2008","2008/05/30","PMC2613766","NIHMS61453","10.1016/j.drugalcdep.2008.04.002"
"18428069","Tai-Kang-Ning, a Chinese herbal medicine formula, alleviates acute heroin withdrawal","Kang L, Li B, Gao L, Li S, Wang D, Hu M, Li J.","Am J Drug Alcohol Abuse. 2008;34(3):269-76. doi: 10.1080/00952990802013409.","Kang L","Am J Drug Alcohol Abuse","2008","2008/04/23","","","10.1080/00952990802013409"
"18393298","Pharmacokinetics of lofexidine hydrochloride in healthy volunteers","Al-Ghananeem AM.","J Pharm Sci. 2009 Jan;98(1):319-26. doi: 10.1002/jps.21401.","Al-Ghananeem AM","J Pharm Sci","2009","2008/04/09","","","10.1002/jps.21401"
"18161012","Effects of THC and lofexidine in a human laboratory model of marijuana withdrawal and relapse","Haney M, Hart CL, Vosburg SK, Comer SD, Reed SC, Foltin RW.","Psychopharmacology (Berl). 2008 Mar;197(1):157-68. doi: 10.1007/s00213-007-1020-8. Epub 2007 Dec 27.","Haney M","Psychopharmacology (Berl)","2008","2007/12/28","PMC3372576","NIHMS366969","10.1007/s00213-007-1020-8"
"17655511","Hemodynamic and cognitive effects of lofexidine and methadone coadministration: a pilot study","Schroeder JR, Schmittner J, Bleiberg J, Epstein DH, Krantz MJ, Preston KL.","Pharmacotherapy. 2007 Aug;27(8):1111-9. doi: 10.1592/phco.27.8.1111.","Schroeder JR","Pharmacotherapy","2007","2007/07/28","","","10.1592/phco.27.8.1111"
"17136399","Effects of lofexidine on stress-induced and cue-induced opioid craving and opioid abstinence rates: preliminary findings","Sinha R, Kimmerling A, Doebrick C, Kosten TR.","Psychopharmacology (Berl). 2007 Mar;190(4):569-74. doi: 10.1007/s00213-006-0640-8. Epub 2006 Nov 29.","Sinha R","Psychopharmacology (Berl)","2007","2006/12/01","","","10.1007/s00213-006-0640-8"
"17064857","In-patient detoxification procedures, treatment retention, and post-treatment opiate use: comparison of lofexidine + naloxone, lofexidine + placebo, and methadone","McCambridge J, Gossop M, Beswick T, Best D, Bearn J, Rees S, Strang J.","Drug Alcohol Depend. 2007 Apr 17;88(1):91-5. doi: 10.1016/j.drugalcdep.2006.09.020. Epub 2006 Oct 24.","McCambridge J","Drug Alcohol Depend","2007","2006/10/27","","","10.1016/j.drugalcdep.2006.09.020"
"16669899","Opiate addiction in China: current situation and treatments","Tang YL, Zhao D, Zhao C, Cubells JF.","Addiction. 2006 May;101(5):657-65. doi: 10.1111/j.1360-0443.2006.01367.x.","Tang YL","Addiction","2006","2006/05/04","","","10.1111/j.1360-0443.2006.01367.x"
