PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31551138","Evaluation of two different radiotherapy anaesthetic protocols for dogs: a randomized clinical crossover trial","Lehnus KS, Brearley J.","Vet Anaesth Analg. 2019 Nov;46(6):729-735. doi: 10.1016/j.vaa.2019.06.004. Epub 2019 Jun 28.","Lehnus KS","Vet Anaesth Analg","2019","2019/09/26","","","10.1016/j.vaa.2019.06.004"
"31307747","Hemodynamic parameters and reproductive outcome after intracytoplasmic sperm injection and fresh embryo transfer in patients undergoing oocyte retrieval with general anesthesia using fentanyl, remifentanil or alfentanil - A randomized clinical trial","Farzi F, Mehrafza M, Mirmansouri A, Sorouri ZZ, Roushan ZA, Raoufi A, Shalkohi R, Samadnia S, Hosseini A.","Taiwan J Obstet Gynecol. 2019 Jul;58(4):536-540. doi: 10.1016/j.tjog.2019.05.019.","Farzi F","Taiwan J Obstet Gynecol","2019","2019/07/17","","","10.1016/j.tjog.2019.05.019"
"30802648","Data-independent screening method for 14 fentanyl analogs in whole blood and oral fluid using LC-QTOF-MS","Palmquist KB, Swortwood MJ.","Forensic Sci Int. 2019 Apr;297:189-197. doi: 10.1016/j.forsciint.2019.02.006. Epub 2019 Feb 13.","Palmquist KB","Forensic Sci Int","2019","2019/02/26","","","10.1016/j.forsciint.2019.02.006"
"30763629","Trends in the medical supply of fentanyl and fentanyl analogues: United States, 2006 to 2017","Collins LK, Pande LJ, Chung DY, Nichols SD, McCall KL, Piper BJ.","Prev Med. 2019 Jun;123:95-100. doi: 10.1016/j.ypmed.2019.02.017. Epub 2019 Feb 11.","Collins LK","Prev Med","2019","2019/02/15","","","10.1016/j.ypmed.2019.02.017"
"30198934","Pupillary Pain Index Changes After a Standardized Bolus of Alfentanil Under Sevoflurane Anesthesia: First Evaluation of a New Pupillometric Index to Assess the Level of Analgesia During General Anesthesia","Sabourdin N, Diarra C, Wolk R, Piat V, Louvet N, Constant I.","Anesth Analg. 2019 Mar;128(3):467-474. doi: 10.1213/ANE.0000000000003681.","Sabourdin N","Anesth Analg","2019","2018/09/11","","","10.1213/ANE.0000000000003681"
"30131295","Patient response prediction with logistic regression in gastrointestinal endoscopy under midazolam-alfentanil sedation performed as well as response surface model","Tsou MY, Liou JY, Ting CK, Lin SP.","J Chin Med Assoc. 2018 Dec;81(12):1071-1076. doi: 10.1016/j.jcma.2018.03.015. Epub 2018 Aug 18.","Tsou MY","J Chin Med Assoc","2018","2018/08/23","","","10.1016/j.jcma.2018.03.015"
"30091221","PBPK Models for CYP3A4 and P-gp DDI Prediction: A Modeling Network of Rifampicin, Itraconazole, Clarithromycin, Midazolam, Alfentanil, and Digoxin","Hanke N, Frechen S, Moj D, Britz H, Eissing T, Wendl T, Lehr T.","CPT Pharmacometrics Syst Pharmacol. 2018 Oct;7(10):647-659. doi: 10.1002/psp4.12343. Epub 2018 Sep 7.","Hanke N","CPT Pharmacometrics Syst Pharmacol","2018","2018/08/10","PMC6202474","","10.1002/psp4.12343"
"29803320","Plasma concentration based response surface model predict better than effect-site concentration based model for wake-up time during gastrointestinal endoscopy sedation","Liou JY, Tsou MY, Obara S, Yu L, Ting CK.","J Formos Med Assoc. 2019 Jan;118(1 Pt 2):291-298. doi: 10.1016/j.jfma.2018.05.007. Epub 2018 May 24.","Liou JY","J Formos Med Assoc","2019","2018/05/28","","","10.1016/j.jfma.2018.05.007"
"29793588","Adaptation of non-linear mixed amount with zero amount response surface model for analysis of concentration-dependent synergism and safety with midazolam, alfentanil, and propofol sedation","Liou JY, Ting CK, Teng WN, Mandell MS, Tsou MY.","Br J Anaesth. 2018 Jun;120(6):1209-1218. doi: 10.1016/j.bja.2018.01.041. Epub 2018 Apr 17.","Liou JY","Br J Anaesth","2018","2018/05/26","","","10.1016/j.bja.2018.01.041"
"29489016","Multistep Unified Models Using Prior Knowledge for the Prediction of Drug Clearance in Neonates and Infants","Tegenge MA, Mahmood I, Jiang Z, Forshee R.","J Clin Pharmacol. 2018 Jul;58(7):877-884. doi: 10.1002/jcph.1089. Epub 2018 Feb 28.","Tegenge MA","J Clin Pharmacol","2018","2018/03/01","","","10.1002/jcph.1089"
