PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28653664","Compulsive Seekers: Our take. Two Clinicians' Perspective on a New Animal Model of Addiction","Epstein DH, Kowalczyk WJ.","Neuropsychopharmacology. 2018 Mar;43(4):677-679. doi: 10.1038/npp.2017.132. Epub 2017 Jun 27.","Epstein DH","Neuropsychopharmacology","2018","2017/06/28","PMC5809781","","10.1038/npp.2017.132"
"28553834","Evidence for a Long-Lasting Compulsive Alcohol Seeking Phenotype in Rats","Giuliano C, Peña-Oliver Y, Goodlett CR, Cardinal RN, Robbins TW, Bullmore ET, Belin D, Everitt BJ.","Neuropsychopharmacology. 2018 Mar;43(4):728-738. doi: 10.1038/npp.2017.105. Epub 2017 May 29.","Giuliano C","Neuropsychopharmacology","2018","2017/05/30","PMC5809777","","10.1038/npp.2017.105"
"27109624","Opioid Antagonists and the A118G Polymorphism in the μ-Opioid Receptor Gene: Effects of GSK1521498 and Naltrexone in Healthy Drinkers Stratified by OPRM1 Genotype","Ziauddeen H, Nestor LJ, Subramaniam N, Dodds C, Nathan PJ, Miller SR, Sarai BK, Maltby K, Fernando D, Warren L, Hosking LK, Waterworth D, Korzeniowska A, Win B, Richards DB, Vasist Johnson L, Fletcher PC, Bullmore ET.","Neuropsychopharmacology. 2016 Oct;41(11):2647-57. doi: 10.1038/npp.2016.60. Epub 2016 Apr 25.","Ziauddeen H","Neuropsychopharmacology","2016","2016/04/26","PMC5026731","","10.1038/npp.2016.60"
"26141191","The novel mu-opioid antagonist, GSK1521498, reduces ethanol consumption in C57BL/6J mice","Ripley TL, Sanchez-Roige S, Bullmore ET, Mugnaini M, Maltby K, Miller SR, Wille DR, Nathan P, Stephens DN.","Psychopharmacology (Berl). 2015 Sep;232(18):3431-41. doi: 10.1007/s00213-015-3995-x. Epub 2015 Jul 5.","Ripley TL","Psychopharmacology (Berl)","2015","2015/07/05","PMC4537503","","10.1007/s00213-015-3995-x"
"26044906","The Novel μ-Opioid Receptor Antagonist GSK1521498 Decreases Both Alcohol Seeking and Drinking: Evidence from a New Preclinical Model of Alcohol Seeking","Giuliano C, Goodlett CR, Economidou D, García-Pardo MP, Belin D, Robbins TW, Bullmore ET, Everitt BJ.","Neuropsychopharmacology. 2015 Dec;40(13):2981-92. doi: 10.1038/npp.2015.152. Epub 2015 Jun 5.","Giuliano C","Neuropsychopharmacology","2015","2015/06/06","PMC4864633","","10.1038/npp.2015.152"
"24973897","The opioid receptor pharmacology of GSK1521498 compared to other ligands with differential effects on compulsive reward-related behaviours","Kelly E, Mundell SJ, Sava A, Roth AL, Felici A, Maltby K, Nathan PJ, Bullmore ET, Henderson G.","Psychopharmacology (Berl). 2015 Jan;232(1):305-14. doi: 10.1007/s00213-014-3666-3. Epub 2014 Jun 29.","Kelly E","Psychopharmacology (Berl)","2015","2014/06/30","PMC4281354","","10.1007/s00213-014-3666-3"
"24686284","Studying food reward and motivation in humans","Ziauddeen H, Subramaniam N, Cambridge VC, Medic N, Farooqi IS, Fletcher PC.","J Vis Exp. 2014 Mar 19;(85):51281. doi: 10.3791/51281.","Ziauddeen H","J Vis Exp","2014","2014/04/02","PMC4153444","","10.3791/51281"
"23934621","The effects of alcohol on the pharmacokinetics and pharmacodynamics of the selective mu-opioid receptor antagonist GSK1521498 in healthy subjects","Ziauddeen H, Nathan PJ, Dodds C, Maltby K, Miller SR, Waterworth D, Song K, Warren L, Hosking L, Zucchetto M, Bush M, Johnson LV, Sarai B, Mogg K, Bradley BP, Richards DB, Fletcher PC, Bullmore ET.","J Clin Pharmacol. 2013 Oct;53(10):1078-90. doi: 10.1002/jcph.110. Epub 2013 Aug 11.","Ziauddeen H","J Clin Pharmacol","2013","2013/08/13","PMC4282435","","10.1002/jcph.110"
"23299095","Attenuation of cocaine and heroin seeking by μ-opioid receptor antagonism","Giuliano C, Robbins TW, Wille DR, Bullmore ET, Everitt BJ.","Psychopharmacology (Berl). 2013 May;227(1):137-47. doi: 10.1007/s00213-012-2949-9. Epub 2013 Jan 9.","Giuliano C","Psychopharmacology (Berl)","2013","2013/01/10","PMC3622002","","10.1007/s00213-012-2949-9"
"23245760","Neural and behavioral effects of a novel mu opioid receptor antagonist in binge-eating obese people","Cambridge VC, Ziauddeen H, Nathan PJ, Subramaniam N, Dodds C, Chamberlain SR, Koch A, Maltby K, Skeggs AL, Napolitano A, Farooqi IS, Bullmore ET, Fletcher PC.","Biol Psychiatry. 2013 May 1;73(9):887-94. doi: 10.1016/j.biopsych.2012.10.022. Epub 2012 Dec 14.","Cambridge VC","Biol Psychiatry","2013","2012/12/19","PMC3898083","","10.1016/j.biopsych.2012.10.022"
"23147384","Effects of the mu-opioid receptor antagonist GSK1521498 on hedonic and consummatory eating behaviour: a proof of mechanism study in binge-eating obese subjects","Ziauddeen H, Chamberlain SR, Nathan PJ, Koch A, Maltby K, Bush M, Tao WX, Napolitano A, Skeggs AL, Brooke AC, Cheke L, Clayton NS, Sadaf Farooqi I, O'Rahilly S, Waterworth D, Song K, Hosking L, Richards DB, Fletcher PC, Bullmore ET.","Mol Psychiatry. 2013 Dec;18(12):1287-93. doi: 10.1038/mp.2012.154. Epub 2012 Nov 13.","Ziauddeen H","Mol Psychiatry","2013","2012/11/14","PMC3835938","","10.1038/mp.2012.154"
"22805601","Inhibition of opioid transmission at the μ-opioid receptor prevents both food seeking and binge-like eating","Giuliano C, Robbins TW, Nathan PJ, Bullmore ET, Everitt BJ.","Neuropsychopharmacology. 2012 Nov;37(12):2643-52. doi: 10.1038/npp.2012.128. Epub 2012 Jul 18.","Giuliano C","Neuropsychopharmacology","2012","2012/07/19","PMC3473330","","10.1038/npp.2012.128"
"22752384","Effects of mu opioid receptor antagonism on cognition in obese binge-eating individuals","Chamberlain SR, Mogg K, Bradley BP, Koch A, Dodds CM, Tao WX, Maltby K, Sarai B, Napolitano A, Richards DB, Bullmore ET, Nathan PJ.","Psychopharmacology (Berl). 2012 Dec;224(4):501-9. doi: 10.1007/s00213-012-2778-x. Epub 2012 Jul 3.","Chamberlain SR","Psychopharmacology (Berl)","2012","2012/07/04","","","10.1007/s00213-012-2778-x"
"22162534","Multiple-dose safety, pharmacokinetics, and pharmacodynamics of the μ-opioid receptor inverse agonist GSK1521498","Nathan PJ, Bush MA, Tao WX, Koch A, Davies KM, Maltby K, O'Neill BV, Napolitano A, Skeggs AL, Brooke AC, Richards DB, Williams PM, Bullmore ET.","J Clin Pharmacol. 2012 Oct;52(10):1456-67. doi: 10.1177/0091270011421785. Epub 2011 Dec 12.","Nathan PJ","J Clin Pharmacol","2012","2011/12/14","","","10.1177/0091270011421785"
"21712426","Regulation of ingestive behaviors in the rat by GSK1521498, a novel micro-opioid receptor-selective inverse agonist","Ignar DM, Goetz AS, Noble KN, Carballo LH, Stroup AE, Fisher JC, Boucheron JA, Brainard TA, Larkin AL, Epperly AH, Shearer TW, Sorensen SD, Speake JD, Hommel JD.","J Pharmacol Exp Ther. 2011 Oct;339(1):24-34. doi: 10.1124/jpet.111.180943. Epub 2011 Jun 28.","Ignar DM","J Pharmacol Exp Ther","2011","2011/06/30","","","10.1124/jpet.111.180943"
"21610207","Opioid receptor modulation of hedonic taste preference and food intake: a single-dose safety, pharmacokinetic, and pharmacodynamic investigation with GSK1521498, a novel μ-opioid receptor inverse agonist","Nathan PJ, O'Neill BV, Bush MA, Koch A, Tao WX, Maltby K, Napolitano A, Brooke AC, Skeggs AL, Herman CS, Larkin AL, Ignar DM, Richards DB, Williams PM, Bullmore ET.","J Clin Pharmacol. 2012 Apr;52(4):464-74. doi: 10.1177/0091270011399577. Epub 2011 May 24.","Nathan PJ","J Clin Pharmacol","2012","2011/05/26","","","10.1177/0091270011399577"
"21502953","Pharmacological differentiation of opioid receptor antagonists by molecular and functional imaging of target occupancy and food reward-related brain activation in humans","Rabiner EA, Beaver J, Makwana A, Searle G, Long C, Nathan PJ, Newbould RD, Howard J, Miller SR, Bush MA, Hill S, Reiley R, Passchier J, Gunn RN, Matthews PM, Bullmore ET.","Mol Psychiatry. 2011 Aug;16(8):826-35, 785. doi: 10.1038/mp.2011.29. Epub 2011 Apr 19.","Rabiner EA","Mol Psychiatry","2011","2011/04/20","PMC3142667","","10.1038/mp.2011.29"
