PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31748482","[Retrospective Examination of Usefulness and Adverse Effects of Tapentadol in Patients with Cancer Pain during Anticancer Treatment]","Shikada Y, Emi Y, Kometani T, Ochiai T, Fujii M, Noda Y, Kajiwara M, Miyazaki S, Asonuma S, Mori M.","Gan To Kagaku Ryoho. 2019 Nov;46(11):1727-1731.","Shikada Y","Gan To Kagaku Ryoho","2019","2019/11/22","","",""
"31682335","Tapentadol Dependence: A Case Series","Kathiresan P, Pakhre A, Kattula D, Sarkar S.","Prim Care Companion CNS Disord. 2019 Oct 31;21(5):19l02444. doi: 10.4088/PCC.19l02444.","Kathiresan P","Prim Care Companion CNS Disord","2019","2019/11/05","","","10.4088/PCC.19l02444"
"31471393","Shining a Light on the Effects of the Combination of (-)-Epigallocatechin-3-gallate and Tapentadol on the Growth of Human Triple-negative Breast Cancer Cells","Bimonte S, Cascella M, Barbieri A, Arra C, Cuomo A.","In Vivo. 2019 Sep-Oct;33(5):1463-1468. doi: 10.21873/invivo.11625.","Bimonte S","In Vivo","2019","2019/09/01","PMC6754998","","10.21873/invivo.11625"
"31166900","[Opioids for Cancer Pain and its Use under Particular Conditions: A Narrative Review]","Vieira C, Brás M, Fragoso M.","Acta Med Port. 2019 May 31;32(5):388-399. doi: 10.20344/amp.10500. Epub 2019 May 31.","Vieira C","Acta Med Port","2019","2019/06/06","","","10.20344/amp.10500"
"31140915","Recurrence of complex regional pain syndrome after administration of adenosine","Roldan CJ, Lo TC, Huh B.","Pain Manag. 2019 May;9(3):233-237. doi: 10.2217/pmt-2018-0059. Epub 2019 May 29.","Roldan CJ","Pain Manag","2019","2019/05/30","","","10.2217/pmt-2018-0059"
"31061323","Current Status of Adverse Events Related with Opioid Analgesics in Japan: Assessment Based on Japanese Adverse Drug Event Report Database","Suga Y, Uchida M, Suzuki S, Sugawara H, Torigoe K, Futamura A, Uesawa Y, Nakagawa T, Takase H.","Biol Pharm Bull. 2019;42(5):801-806. doi: 10.1248/bpb.b18-00997.","Suga Y","Biol Pharm Bull","2019","2019/05/08","","","10.1248/bpb.b18-00997"
"30929296","Combination pharmacotherapy for tackling descending controls and central sensitization","Treede RD, Schuh-Hofer S, Magerl W, La Porta C, Tappe-Theodor A.","Eur J Pain. 2019 Jul;23(6):1049-1050. doi: 10.1002/ejp.1396. Epub 2019 Apr 30.","Treede RD","Eur J Pain","2019","2019/04/01","","","10.1002/ejp.1396"
"30860681","Tapentadol in an Experimental Animal Model of Acute Orofacial Pain","Fricova J, Rokyta R, Nedvidek J.","Neuro Endocrinol Lett. 2019 Feb;39(7):496-500.","Fricova J","Neuro Endocrinol Lett","2019","2019/03/13","","",""
"30855723","Tapentadol immediate release for moderate to severe acute post-surgery pain","Viscusi ER, Allard R, Sohns M, Eerdekens M.","J Opioid Manag. 2019 Jan/Feb;15(1):51-67. doi: 10.5055/jom.2019.0486.","Viscusi ER","J Opioid Manag","2019","2019/03/12","","","10.5055/jom.2019.0486"
"30822619","Effects of the human SULT1A1 polymorphisms on the sulfation of acetaminophen,O-desmethylnaproxen, and tapentadol","Rasool MI, Bairam AF, Gohal SA, El Daibani AA, Alherz FA, Abunnaja MS, Alatwi ES, Kurogi K, Liu MC.","Pharmacol Rep. 2019 Apr;71(2):257-265. doi: 10.1016/j.pharep.2018.12.001. Epub 2018 Dec 10.","Rasool MI","Pharmacol Rep","2019","2019/03/02","PMC6498441","NIHMS1522689","10.1016/j.pharep.2018.12.001"
"30667206","Tapentadol: an analgesic that differs from classic opioids due to its noradrenergic mechanism of action","Caputi FF, Nicora M, Simeone R, Candeletti S, Romualdi P.","Minerva Med. 2019 Feb;110(1):62-78. doi: 10.23736/S0026-4806.18.05909-8.","Caputi FF","Minerva Med","2019","2019/01/23","","","10.23736/S0026-4806.18.05909-8"
"30471002","Tapentadol Prolonged Release: A Review in Pain Management","Deeks ED.","Drugs. 2018 Nov;78(17):1805-1816. doi: 10.1007/s40265-018-1007-2.","Deeks ED","Drugs","2018","2018/11/25","PMC6422986","","10.1007/s40265-018-1007-2"
"30444145","A randomized controlled trial comparing tapentadol with oxycodone in non-breastfeeding women post elective cesarean section","Ffrench-O'Carroll R, Steinhaeuser H, Duff S, Close J, McNamara J, Ahmed N, Murray M, Rice T, Immanni S.","Curr Med Res Opin. 2019 Jun;35(6):975-981. doi: 10.1080/03007995.2018.1550059. Epub 2018 Dec 20.","Ffrench-O'Carroll R","Curr Med Res Opin","2019","2018/11/17","","","10.1080/03007995.2018.1550059"
"30380966","Comment on Gressler et al.: Serotonin Syndrome in Tapentadol Literature: Systematic Review of Original Research","Radic T, Stollenwerk A, Elling C.","J Pain Palliat Care Pharmacother. 2018 Jun-Sep;32(2-3):192-193. doi: 10.1080/15360288.2018.1489444. Epub 2018 Oct 31.","Radic T","J Pain Palliat Care Pharmacother","2018","2018/11/02","","","10.1080/15360288.2018.1489444"
"30362140","Participation of ATP-sensitive K+ channels and μ-opioid receptors in the antinociceptive synergism of the paracetamol-tapentadol co-administration in the formalin-induced pain assay in mice","Zapata-Morales JR, Alonso-Castro ÁJ, Pérez-Gutiérrez S, Rojas-Bedolla EI, Sánchez-Enriquez S, Rivas-Carrillo JD, Serafín-Higuera NA, Isiordia-Espinoza MA.","Drug Dev Res. 2018 Dec;79(8):400-405. doi: 10.1002/ddr.21476. Epub 2018 Oct 26.","Zapata-Morales JR","Drug Dev Res","2018","2018/10/27","","","10.1002/ddr.21476"
"30350279","Quantitation of Tapentadol by Liquid Chromatography: Tandem Mass Spectrometry","Jones GR, Handy RP.","Methods Mol Biol. 2019;1872:61-65. doi: 10.1007/978-1-4939-8823-5_6.","Jones GR","Methods Mol Biol","2019","2018/10/24","","","10.1007/978-1-4939-8823-5_6"
"30274680","[Opioid switch and change of route of administration in cancer patients treated by morphine]","Michenot N, Rostaing S, Baron L, Faure S, Jovenin N, Hubault P, Delorme T, Collin E, Filbet M, Chvetzoff G, Delorme C, Minello C, Magnet M, Ammar D, Krakowski I, Poulain P.","Bull Cancer. 2018 Nov;105(11):1052-1073. doi: 10.1016/j.bulcan.2018.06.011. Epub 2018 Sep 29.","Michenot N","Bull Cancer","2018","2018/10/03","","","10.1016/j.bulcan.2018.06.011"
"30206823","Does 'Strong Analgesic' Equal 'Strong Opioid'? Tapentadol and the Concept of 'µ-Load'","Raffa RB, Elling C, Tzschentke TM.","Adv Ther. 2018 Oct;35(10):1471-1484. doi: 10.1007/s12325-018-0778-x. Epub 2018 Sep 11.","Raffa RB","Adv Ther","2018","2018/09/13","PMC6182641","","10.1007/s12325-018-0778-x"
"30200781","Efficacy and safety of tapentadol prolonged release formulation in the treatment of elderly patients with moderate-to-severe chronic osteoarthritis knee pain: a pooled analysis of two double-blind, randomized, placebo-, and active-controlled trials","Lange B, Sohns M, Tempero J, Elling C.","Curr Med Res Opin. 2018 Dec;34(12):2113-2123. doi: 10.1080/03007995.2018.1520085. Epub 2018 Sep 17.","Lange B","Curr Med Res Opin","2018","2018/09/12","","","10.1080/03007995.2018.1520085"
"30079795","Toxicity of tapentadol: a systematic review","Channell JS, Schug S.","Pain Manag. 2018 Sep 1;8(5):327-339. doi: 10.2217/pmt-2018-0027. Epub 2018 Aug 6.","Channell JS","Pain Manag","2018","2018/08/07","","","10.2217/pmt-2018-0027"
"30042277","[Clinical Effects of Opioid Switching to Tapentadol - Retrospective Analysis of Efficacy and Adverse Effects]","Homma M, Kokubun H, Hayashi N, Kanai A, Atsuda K.","Gan To Kagaku Ryoho. 2018 Jul;45(7):1081-1086.","Homma M","Gan To Kagaku Ryoho","2018","2018/07/26","","",""
"29947490","Long-term, prolonged-release oral tapentadol for the treatment of refractory chronic low back pain: a single-center, observational study","Finco G, Mura P, Musu M, Deidda C, Saba M, Demelas I, Evangelista M, Sardo S.","Minerva Med. 2018 Aug;109(4):259-265. doi: 10.23736/S0026-4806.18.05641-0.","Finco G","Minerva Med","2018","2018/06/28","","","10.23736/S0026-4806.18.05641-0"
"29921501","Tapentadol - A representative of a new class of MOR-NRI analgesics","Zajączkowska R, Przewłocka B, Kocot-Kępska M, Mika J, Leppert W, Wordliczek J.","Pharmacol Rep. 2018 Aug;70(4):812-820. doi: 10.1016/j.pharep.2018.01.005. Epub 2018 Jan 31.","Zajączkowska R","Pharmacol Rep","2018","2018/06/21","","","10.1016/j.pharep.2018.01.005"
"29912416","The Increasing Use and Abuse of Tapentadol and Its Incorporation Into a Validated Quantitative Method","Partridge E, Teoh E, Nash C, Scott T, Charlwood C, Kostakis C.","J Anal Toxicol. 2018 Sep 1;42(7):485-490. doi: 10.1093/jat/bky027.","Partridge E","J Anal Toxicol","2018","2018/06/19","","","10.1093/jat/bky027"
"29861527","Is tapentadol a potential Trojan horse in the postdextropropoxyphene era in India?","Basu A, Mahadevan J, Ithal D, Selvaraj S, Chand PK, Murthy P.","Indian J Pharmacol. 2018 Jan-Feb;50(1):44-46. doi: 10.4103/ijp.IJP_21_17.","Basu A","Indian J Pharmacol","2018","2018/06/05","PMC5954633","","10.4103/ijp.IJP_21_17"
"29859025","[A simple method for quantification of tapentadol in dog plasma by liquid chromatography-tandem mass spectrometry and evaluation of the effects of conjugated metabolites on tapentadol]","Liang G, Lu YM, Dai XJ, Qin MJ, Zhong DF, Chen XY.","Yao Xue Xue Bao. 2016 Mar;51(3):434-8.","Liang G","Yao Xue Xue Bao","2016","2018/06/03","","",""
"29799633","Simultaneous determination of tapentadol and its carbamate prodrug in rat plasma by UPLC-MS/MS and its application to a pharmacokinetic study","Liu C, Li Y, Yang R, Zhang S, Zhao L, Zhang T.","Biomed Chromatogr. 2018 Oct;32(10):e4300. doi: 10.1002/bmc.4300. Epub 2018 Jul 16.","Liu C","Biomed Chromatogr","2018","2018/05/26","","","10.1002/bmc.4300"
"29777509","Improving the oral bioavailability of tapentadol via a carbamate prodrug approach: synthesis, bioactivation, and pharmacokinetics","Li Y, Wang Y, Zhang R, Liu C, Wei Y, Sun J, He Z, Xu Y, Zhang T.","Drug Deliv Transl Res. 2018 Oct;8(5):1335-1344. doi: 10.1007/s13346-018-0524-6.","Li Y","Drug Deliv Transl Res","2018","2018/05/20","","","10.1007/s13346-018-0524-6"
"29675431","Tapentadol Prolonged Release Reduces the Severe Chronic Ischaemic Pain and Improves the Quality of Life in Patients with Type 2 Diabetes","Tedeschi A, De Bellis A, Francia P, Bernini A, Perini M, Salutini E, Anichini R.","J Diabetes Res. 2018 Feb 20;2018:1081792. doi: 10.1155/2018/1081792. eCollection 2018.","Tedeschi A","J Diabetes Res","2018","2018/04/21","PMC5838502","","10.1155/2018/1081792"
"29650881","[Combination Therapy of Oxycodone and Tapentadol Was Effective for Intractable Pain Caused by Breast Cancer Bone Metastasis - A Case Report]","Matsuura T, Kusakabe A, Kessoku T, Honda Y, Yoshimi A, Goto A, Yoshida H, Sukegawa A, Nakajima A, Ichikawa Y.","Gan To Kagaku Ryoho. 2018 Mar;45(Suppl 1):74-76.","Matsuura T","Gan To Kagaku Ryoho","2018","2018/04/14","","",""
"29583048","Pharmacokinetics and pharmacodynamics after oral administration of tapentadol hydrochloride in dogs","Howard J, Aarnes TK, Dyce J, Lerche P, Wulf LW, Coetzee JF, Lakritz J.","Am J Vet Res. 2018 Apr;79(4):367-375. doi: 10.2460/ajvr.79.4.367.","Howard J","Am J Vet Res","2018","2018/03/28","","","10.2460/ajvr.79.4.367"
"29574444","Opioid use and harms associated with a sustained-release tapentadol formulation: a postmarketing study protocol","Peacock A, Larance B, Farrell M, Cairns R, Buckley N, Degenhardt L.","BMJ Open. 2018 Mar 23;8(3):e020006. doi: 10.1136/bmjopen-2017-020006.","Peacock A","BMJ Open","2018","2018/03/26","PMC5875643","","10.1136/bmjopen-2017-020006"
"29551688","Opioid and noradrenergic contributions of tapentadol to the inhibition of locus coeruleus neurons in the streptozotocin rat model of polyneuropathic pain","Torres-Sanchez S, Borges GDS, Mico JA, Berrocoso E.","Neuropharmacology. 2018 Jun;135:202-210. doi: 10.1016/j.neuropharm.2018.03.014. Epub 2018 Mar 15.","Torres-Sanchez S","Neuropharmacology","2018","2018/03/20","","","10.1016/j.neuropharm.2018.03.014"
"29506199","Efficacy of tapentadol for first-line opioid-resistant neuropathic pain in Japan","Sugiyama Y, Kataoka T, Tasaki Y, Kondo Y, Sato N, Naiki T, Sakamoto N, Akechi T, Kimura K.","Jpn J Clin Oncol. 2018 Apr 1;48(4):362-366. doi: 10.1093/jjco/hyy023.","Sugiyama Y","Jpn J Clin Oncol","2018","2018/03/06","","","10.1093/jjco/hyy023"
"29483406","[New Opioid Options in Japan - Methadone, Tapentadol and Hydromorphone]","Takagi Y, Aruga E.","Gan To Kagaku Ryoho. 2018 Feb;45(2):205-211.","Takagi Y","Gan To Kagaku Ryoho","2018","2018/02/28","","",""
