PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29624532","Reduced Ketobemidone Usage in Quadratus Lumborum Block Patients After Cesarean Delivery: Clinical Pharmacology Views","Srinivas NR.","Anesth Analg. 2018 Jul;127(1):311. doi: 10.1213/ANE.0000000000003369.","Srinivas NR","Anesth Analg","2018","2018/04/07","","","10.1213/ANE.0000000000003369"
"27731593","[From ketobemidone to morphine or oxycodone]","Ræder J, Dahl V, Markestad A, Nordbø A, Roaldset AH, Stubhaug A, Søeberg B, Willke A, Aasbø V, Johansen PW.","Tidsskr Nor Laegeforen. 2016 Oct 11;136(18):1518-1519. doi: 10.4045/tidsskr.16.0510. eCollection 2016 Oct.","Ræder J","Tidsskr Nor Laegeforen","2016","2016/10/13","","","10.4045/tidsskr.16.0510"
"26027667","[Calcinosis cutis treatment with extracorporeal shockwave therapy]","Jeppesen SM, Yderstræde KB, Lund L.","Ugeskr Laeger. 2015 May 25;177(22):V12140740.","Jeppesen SM","Ugeskr Laeger","2015","2015/06/02","","",""
"24185607","Postoperative pain after abdominal hysterectomy: a randomized, double-blind, controlled trial comparing continuous infusion vs patient-controlled intraperitoneal injection of local anaesthetic","Perniola A, Fant F, Magnuson A, Axelsson K, Gupta A.","Br J Anaesth. 2014 Feb;112(2):328-36. doi: 10.1093/bja/aet345. Epub 2013 Oct 31.","Perniola A","Br J Anaesth","2014","2013/11/05","","","10.1093/bja/aet345"
"23145506","Inhibitory effect of opiates on LPS mediated release of TNF and IL-8","Bastami S, Norling C, Trinks C, Holmlund B, Walz TM, Ahlner J, Uppugunduri S.","Acta Oncol. 2013 Jun;52(5):1022-33. doi: 10.3109/0284186X.2012.737932. Epub 2012 Nov 12.","Bastami S","Acta Oncol","2013","2012/11/14","","","10.3109/0284186X.2012.737932"
"22834454","Pharmacokinetics after a single intravenous dose of the opioid ketobemidone in neonates","Lundeberg S, Stephanson N, Stiller CO, Eksborg S.","Acta Anaesthesiol Scand. 2012 Sep;56(8):1026-31. doi: 10.1111/j.1399-6576.2012.02726.x. Epub 2012 Jul 26.","Lundeberg S","Acta Anaesthesiol Scand","2012","2012/07/28","","","10.1111/j.1399-6576.2012.02726.x"
"20098777","In vivo investigation of brain and systemic ketobemidone metabolism","Sundström I, Arts J, Westerlund D, Andrén PE.","Analyst. 2010 Feb;135(2):405-13. doi: 10.1039/b917940b. Epub 2009 Dec 22.","Sundström I","Analyst","2010","2010/01/26","","","10.1039/b917940b"
"19839946","Pharmacokinetics after an intravenous single dose of the opioid ketobemidone in children","Lundeberg S, Stephanson N, Lafolie P, Olsson GL, Stiller CO, Eksborg S.","Acta Anaesthesiol Scand. 2010 Apr;54(4):435-41. doi: 10.1111/j.1399-6576.2009.02135.x. Epub 2009 Oct 15.","Lundeberg S","Acta Anaesthesiol Scand","2010","2009/10/21","","","10.1111/j.1399-6576.2009.02135.x"
"19521298","Intraabdominal local anaesthetics for postoperative pain relief following abdominal hysterectomy: a randomized, double-blind, dose-finding study","Perniola A, Gupta A, Crafoord K, Darvish B, Magnuson A, Axelsson K.","Eur J Anaesthesiol. 2009 May;26(5):421-9. doi: 10.1097/EJA.0b013e3283261b53.","Perniola A","Eur J Anaesthesiol","2009","2009/06/13","","","10.1097/EJA.0b013e3283261b53"
"18499452","Opioids and efflux transporters. Part 3: P-glycoprotein substrate activity of 3-hydroxyl addition to meperidine analogs","Mercer SL, Cunningham CW, Eddington ND, Coop A.","Bioorg Med Chem Lett. 2008 Jun 15;18(12):3638-40. doi: 10.1016/j.bmcl.2008.04.046. Epub 2008 Apr 25.","Mercer SL","Bioorg Med Chem Lett","2008","2008/05/24","PMC2492381","NIHMS55689","10.1016/j.bmcl.2008.04.046"
"18355831","Simultaneous analysis of five antidepressant drugs using direct injection of biofluids in a capillary restricted-access media-liquid chromatography-tandem mass spectrometry system","Santos-Neto AJ, Bergquist J, Lanças FM, Sjöberg PJ.","J Chromatogr A. 2008 May 2;1189(1-2):514-22. doi: 10.1016/j.chroma.2008.02.107. Epub 2008 Mar 7.","Santos-Neto AJ","J Chromatogr A","2008","2008/03/22","","","10.1016/j.chroma.2008.02.107"
"18343391","Method development for identification of ketobemidone metabolites in microdialysate samples by coupled-column capillary liquid chromatography-tandem mass spectrometry","Sundström I, Andrén PE, Westerlund D.","J Chromatogr A. 2008 May 2;1189(1-2):503-13. doi: 10.1016/j.chroma.2008.02.043. Epub 2008 Feb 16.","Sundström I","J Chromatogr A","2008","2008/03/18","","","10.1016/j.chroma.2008.02.043"
"17197583","Laparoscopic occlusion compared with embolization of uterine vessels: a randomized controlled trial","Hald K, Kløw NE, Qvigstad E, Istre O.","Obstet Gynecol. 2007 Jan;109(1):20-7. doi: 10.1097/01.AOG.0000249602.39339.31.","Hald K","Obstet Gynecol","2007","2007/01/02","","","10.1097/01.AOG.0000249602.39339.31"
"16879463","The effect of gabapentin on post-operative pain following tonsillectomy in adults","Mikkelsen S, Hilsted KL, Andersen PJ, Hjortsø NC, Enggaard TP, Jørgensen DG, Hansen M, Henriksen J, Dahl JB.","Acta Anaesthesiol Scand. 2006 Aug;50(7):809-15. doi: 10.1111/j.1399-6576.2006.01057.x.","Mikkelsen S","Acta Anaesthesiol Scand","2006","2006/08/02","","","10.1111/j.1399-6576.2006.01057.x"
"16278191","Ketobemidone is a substrate for cytochrome P4502C9 and 3A4, but not for P-glycoprotein","Yasar U, Annas A, Svensson JO, Lazorova L, Artursson P, Al-Shurbaji A.","Xenobiotica. 2005 Aug;35(8):785-96. doi: 10.1080/00498250500183181.","Yasar U","Xenobiotica","2005","2005/11/10","","","10.1080/00498250500183181"
"16130055","Intravenous acetaminophen reduced the use of opioids compared with oral administration after coronary artery bypass grafting","Pettersson PH, Jakobsson J, Owall A.","J Cardiothorac Vasc Anesth. 2005 Jun;19(3):306-9. doi: 10.1053/j.jvca.2005.03.006.","Pettersson PH","J Cardiothorac Vasc Anesth","2005","2005/09/01","","","10.1053/j.jvca.2005.03.006"
"15504185","Comparison of the analgesic efficacy of ketobemidone and morphine for management of postoperative pain in children: a randomized, controlled study","Jylli L, Lundeberg S, Langius-Eklöf A, Olsson GL.","Acta Anaesthesiol Scand. 2004 Nov;48(10):1256-9. doi: 10.1111/j.1399-6576.2004.00524.x.","Jylli L","Acta Anaesthesiol Scand","2004","2004/10/27","","","10.1111/j.1399-6576.2004.00524.x"
"15407763","[1-Methyl-4-m-oxyphenylpiperidin-4-äthylketon (Cliradon), a new synthetic analgesic with morphine-like action]","GROSS F, MEIER R.","Schweiz Med Wochenschr. 1949 Dec 3;79(48):1154-9.","GROSS F","Schweiz Med Wochenschr","1949","1949/12/03","","",""
"15396296","[Clinical experience with Cliradon, a novel synthetic analgesic agent]","BERNSTEIN A.","Schweiz Med Wochenschr. 1949 Dec 3;79(48):1159-62.","BERNSTEIN A","Schweiz Med Wochenschr","1949","1949/12/03","","",""
"14973802","Similar pain scores after early and late extubation in heart surgery with cardiopulmonary bypass","Pettersson PH, Settergren G, Owall A.","J Cardiothorac Vasc Anesth. 2004 Feb;18(1):64-7. doi: 10.1053/j.jvca.2003.10.013.","Pettersson PH","J Cardiothorac Vasc Anesth","2004","2004/02/20","","","10.1053/j.jvca.2003.10.013"
"14829296","Studies on a new spasmolytic compound 1,1-diphenyl-3-dimethylaminobutene-1 (A29), related to methadone, and on the combined use of this compound and a potent analgesic, ketobemidone (A21)","PETERSEN PV.","Acta Pharmacol Toxicol (Copenh). 1951;7(1):51-64. doi: 10.1111/j.1600-0773.1951.tb02849.x.","PETERSEN PV","Acta Pharmacol Toxicol (Copenh)","1951","1951/01/01","","","10.1111/j.1600-0773.1951.tb02849.x"
"14749632","Laparoscopic occlusion of uterine vessels for the treatment of symptomatic fibroids: Initial experience and comparison to uterine artery embolization","Hald K, Langebrekke A, Kløw NE, Noreng HJ, Berge AB, Istre O.","Am J Obstet Gynecol. 2004 Jan;190(1):37-43. doi: 10.1016/s0002-9378(03)00910-4.","Hald K","Am J Obstet Gynecol","2004","2004/01/30","","","10.1016/s0002-9378(03)00910-4"
"13519917","The analgesic properties and addiction liability of ketobemidone and morphine","PELTOLA P, SOISALO P.","AMA Arch Intern Med. 1958 Apr;101(4):741-6. doi: 10.1001/archinte.1958.00260160065009.","PELTOLA P","AMA Arch Intern Med","1958","1958/04/01","","","10.1001/archinte.1958.00260160065009"
