PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29795628","Predicting opioid receptor binding affinity of pharmacologically unclassified designer substances using molecular docking","Ellis CR, Kruhlak NL, Kim MT, Hawkins EG, Stavitskaya L.","PLoS One. 2018 May 24;13(5):e0197734. doi: 10.1371/journal.pone.0197734. eCollection 2018.","Ellis CR","PLoS One","2018","2018/05/26","PMC5967713","","10.1371/journal.pone.0197734"
"12513698","Activity of opioid ligands in cells expressing cloned mu opioid receptors","Gharagozlou P, Demirci H, David Clark J, Lameh J.","BMC Pharmacol. 2003 Jan 4;3:1. doi: 10.1186/1471-2210-3-1. Epub 2003 Jan 4.","Gharagozlou P","BMC Pharmacol","2003","2003/01/07","PMC140036","","10.1186/1471-2210-3-1"
"11360688","Study on mechanism of interaction of nociceptin and opioids binding with opioid receptor-like 1 receptor","Huang XQ, Jiang HL, Luo XM, Chen KX, Zhu YC, Ji RY, Cao Y.","Acta Pharmacol Sin. 2000 Jun;21(6):536-46.","Huang XQ","Acta Pharmacol Sin","2000","2001/05/22","","",""
"10688973","Opioid activity profiles indicate similarities between the nociceptin/orphanin FQ and opioid receptors","Hawkinson JE, Acosta-Burruel M, Espitia SA.","Eur J Pharmacol. 2000 Feb 18;389(2-3):107-14. doi: 10.1016/s0014-2999(99)00904-8.","Hawkinson JE","Eur J Pharmacol","2000","2000/02/26","","","10.1016/s0014-2999(99)00904-8"
"9618424","Fentanyl and its analogs desensitize the cloned mu opioid receptor","Bot G, Blake AD, Li S, Reisine T.","J Pharmacol Exp Ther. 1998 Jun;285(3):1207-18.","Bot G","J Pharmacol Exp Ther","1998","1998/06/17","","",""
"9083791","Recognition and activation of the opioid receptor-like ORL 1 receptor by nociceptin, nociceptin analogs and opioids","Butour JL, Moisand C, Mazarguil H, Mollereau C, Meunier JC.","Eur J Pharmacol. 1997 Feb 19;321(1):97-103. doi: 10.1016/s0014-2999(96)00919-3.","Butour JL","Eur J Pharmacol","1997","1997/02/19","","","10.1016/s0014-2999(96)00919-3"
"8849681","Replacement of Gln280 by His in TM6 of the human ORL1 receptor increases affinity but reduces intrinsic activity of opioids","Mollereau C, Moisand C, Butour JL, Parmentier M, Meunier JC.","FEBS Lett. 1996 Oct 14;395(1):17-21. doi: 10.1016/0014-5793(96)00993-3.","Mollereau C","FEBS Lett","1996","1996/10/14","","","10.1016/0014-5793(96)00993-3"
"8612823","The region in the mu opioid receptor conferring selectivity for sufentanil over the delta receptor is different from that over the kappa receptor","Zhu J, Xue JC, Law PY, Claude PA, Luo LY, Yin J, Chen C, Liu-Chen LY.","FEBS Lett. 1996 Apr 15;384(2):198-202. doi: 10.1016/0014-5793(96)00312-2.","Zhu J","FEBS Lett","1996","1996/04/15","","","10.1016/0014-5793(96)00312-2"
"8451476","[New opiates in anesthesiology-resuscitation]","Aguilera L, del Val E.","Rev Esp Anestesiol Reanim. 1993 Mar-Apr;40(2):94-8.","Aguilera L","Rev Esp Anestesiol Reanim","1993","1993/03/01","","",""
"7099701","The antinociceptive effects of epidural opiates in the cat: studies of the pharmacology and the effects of lipophilicity in spinal analgesia","Tung AS, Yaksh TL.","Pain. 1982 Apr;12(4):343-56. doi: 10.1016/0304-3959(82)90179-8.","Tung AS","Pain","1982","1982/04/01","","","10.1016/0304-3959(82)90179-8"
"6331283","In vivo studies of opiate receptors","Frost JJ, Dannals RF, Duelfer T, Burns HD, Ravert HT, Langström B, Balasubramanian V, Wagner HN Jr.","Ann Neurol. 1984;15 Suppl:S85-92. doi: 10.1002/ana.410150716.","Frost JJ","Ann Neurol","1984","1984/01/01","","","10.1002/ana.410150716"
"6291473","Solubilized opiate receptors labelled with 3H-lofentanil","Ilien B, Gommeren W, Leysen JE, Laduron PM.","Arch Int Pharmacodyn Ther. 1982 Aug;258(2):313-6.","Ilien B","Arch Int Pharmacodyn Ther","1982","1982/08/01","","",""
"6291471","Binding properties of 3H-lofentanil at the opiate receptor","Gommeren W, Leysen JE.","Arch Int Pharmacodyn Ther. 1982 Jul;258(1):171-3.","Gommeren W","Arch Int Pharmacodyn Ther","1982","1982/07/01","","",""
"6214227","Plasma protein binding and distribution of fentanyl, sufentanil, alfentanil and lofentanil in blood","Meuldermans WE, Hurkmans RM, Heykants JJ.","Arch Int Pharmacodyn Ther. 1982 May;257(1):4-19.","Meuldermans WE","Arch Int Pharmacodyn Ther","1982","1982/05/01","","",""
"6201175","Axonal transport of receptors: coexistence with neurotransmitter and recycling","Laduron PM.","Biochem Pharmacol. 1984 Mar 15;33(6):897-903. doi: 10.1016/0006-2952(84)90443-x.","Laduron PM","Biochem Pharmacol","1984","1984/03/15","","","10.1016/0006-2952(84)90443-x"
"6199089","Axonal transport of opiate receptors in capsaicin-sensitive neurones","Laduron PM.","Brain Res. 1984 Feb 27;294(1):157-60. doi: 10.1016/0006-8993(84)91322-2.","Laduron PM","Brain Res","1984","1984/02/27","","","10.1016/0006-8993(84)91322-2"
"6182434","Axoplasmic transport and possible recycling of opiate receptors labelled with 3H-lofentanil","Laduron PM, Janssen PF.","Life Sci. 1982 Aug 2;31(5):457-62. doi: 10.1016/0024-3205(82)90331-9.","Laduron PM","Life Sci","1982","1982/08/02","","","10.1016/0024-3205(82)90331-9"
"6152192","[Local and morphinic anesthetics administered by the peridural route]","Motsch J.","Cah Anesthesiol. 1984 Jan-Feb;32(1):43-5.","Motsch J","Cah Anesthesiol","1984","1984/01/01","","",""
"6136390","New narcotics in anesthesia","Borel JD.","Contemp Anesth Pract. 1983;7:1-18.","Borel JD","Contemp Anesth Pract","1983","1983/01/01","","",""
"6135373","Narcotic dosage and central nervous system opiate receptor binding","Stanley TH, Leysen J, Niemegeers CJ, Pace NL.","Anesth Analg. 1983 Aug;62(8):705-9.","Stanley TH","Anesth Analg","1983","1983/08/01","","",""
"6133403","Clinical evaluation of the analgesic potency of lofentanil in postoperative pain","Van den Abeele G, Camu F.","Acta Anaesthesiol Belg. 1983;34(1):41-7.","Van den Abeele G","Acta Anaesthesiol Belg","1983","1983/01/01","","",""
"6131360","The effects of anilidopiperidine analgesics on single respiratory and non-respiratory neurones in the brain stem of the rat","Hewson G, Bradley PB.","Life Sci. 1982 Nov 15-22;31(20-21):2335-8. doi: 10.1016/0024-3205(82)90150-3.","Hewson G","Life Sci","1982","1982/11/15","","","10.1016/0024-3205(82)90150-3"
"3683597","Peripheral effects of opioid drugs on capsaicin-sensitive neurones of the guinea-pig bronchus and rabbit ear","Barthó L, Amann R, Saria A, Szolcsányi J, Lembeck F.","Naunyn Schmiedebergs Arch Pharmacol. 1987 Sep;336(3):316-20. doi: 10.1007/BF00172684.","Barthó L","Naunyn Schmiedebergs Arch Pharmacol","1987","1987/09/01","","","10.1007/BF00172684"
