PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31881622","Discussion: Evaluation of Hydrocodone/Acetaminophen for Pediatric Laceration Repair: A Randomized Trial","Lalonde DH.","Plast Reconstr Surg. 2020 Jan;145(1):135e-136e. doi: 10.1097/PRS.0000000000006411.","Lalonde DH","Plast Reconstr Surg","2020","2019/12/29","","","10.1097/PRS.0000000000006411"
"31850512","Patterns in opioid prescription in the United States by region and prescribers over a 4-year period","Bigal LM, Bibeau K, Dumbar S.","J Opioid Manag. 2019 Nov/Dec;15(6):499-506. doi: 10.5055/jom.2019.0541.","Bigal LM","J Opioid Manag","2019","2019/12/19","","","10.5055/jom.2019.0541"
"31835012","Opioid Prescribing Among Adults With Disabilities in the United States After the 2014 Federal Hydrocodone Rescheduling Regulation","Liaw V, Kuo YF, Raji MA, Baillargeon J.","Public Health Rep. 2020 Jan;135(1):114-123. doi: 10.1177/0033354919892638.","Liaw V","Public Health Rep","2020","2019/12/14","PMC7119258","","10.1177/0033354919892638"
"31742823","A Multifaceted Intervention to Improve Patient Knowledge and Safe Use of Opioids: Results of the ED EMC(2) Randomized Controlled Trial","McCarthy DM, Curtis LM, Courtney DM, Cameron KA, Lank PM, Kim HS, Opsasnick LA, Lyden AE, Gravenor SJ, Russell AM, Eifler MR, Hur SI, Rowland ME, Walton SM, Montague E, Kim KA, Wolf MS.","Acad Emerg Med. 2019 Dec;26(12):1311-1325. doi: 10.1111/acem.13860. Epub 2019 Nov 19.","McCarthy DM","Acad Emerg Med","2019","2019/11/20","PMC6901720","NIHMS1050873","10.1111/acem.13860"
"31651743","Response to Propoxyphene Market Withdrawal: Analgesic Substitutes, Doses, and Adverse Events","Jeffery MM, Morden NE, Larochelle M, Shah ND, Hooten WM, Meara E.","Med Care. 2020 Jan;58(1):4-12. doi: 10.1097/MLR.0000000000001221.","Jeffery MM","Med Care","2020","2019/10/26","PMC6904503","NIHMS1540476","10.1097/MLR.0000000000001221"
"31522812","Opioid-prescribing Practices in a Graduate Endodontic Clinic before and after Implementation of the Federal Schedule II Prescribing Mandate","Broadsword AM, Sedgley CM, Kohli R, Best AM, Replogle KJ.","J Endod. 2019 Nov;45(11):1314-1320.e1. doi: 10.1016/j.joen.2019.07.011. Epub 2019 Sep 12.","Broadsword AM","J Endod","2019","2019/09/17","","","10.1016/j.joen.2019.07.011"
"31454279","Drug Enforcement Administration Rescheduling of Hydrocodone Combination Products Is Associated With Changes in Physician Pain Management Prescribing Preferences","Fleming ML, Driver L, Sansgiry SS, Abughosh SM, Wanat MA, Varisco TJ, Pickard T, Reeve K, Todd KH.","J Pain Palliat Care Pharmacother. 2019 Mar-Jun;33(1-2):22-31. doi: 10.1080/15360288.2019.1615027. Epub 2019 Aug 27.","Fleming ML","J Pain Palliat Care Pharmacother","2019","2019/08/28","","","10.1080/15360288.2019.1615027"
"31450173","Increasing heroin, cocaine, and buprenorphine arrests reported to the Maine Diversion Alert Program","Simpson KJ, Moran MT, McCall KL, Herbert J, Foster ML, Simoyan OM, Shah DT, Desrosiers C, Nichols SD, Piper BJ.","Forensic Sci Int. 2019 Oct;303:109924. doi: 10.1016/j.forsciint.2019.109924. Epub 2019 Aug 8.","Simpson KJ","Forensic Sci Int","2019","2019/08/27","","","10.1016/j.forsciint.2019.109924"
"31403963","Opioid-Induced Esophageal Dysfunction: Differential Effects of Type and Dose","Snyder DL, Crowell MD, Horsley-Silva J, Ravi K, Lacy BE, Vela MF.","Am J Gastroenterol. 2019 Sep;114(9):1464-1469. doi: 10.14309/ajg.0000000000000369.","Snyder DL","Am J Gastroenterol","2019","2019/08/13","","","10.14309/ajg.0000000000000369"
"31398967","Prescription Opioid Use among Pregnant Women Enrolled in Rhode Island Medicaid","Wen X, Belviso N, Lebeau R, Bratberg J, Cotton B, Ward K, Erickson-Owens D, Kogut S.","R I Med J (2013). 2019 Aug 1;102(6):35-40.","Wen X","R I Med J (2013)","2019","2019/08/11","PMC7000235","NIHMS1552536",""
