PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30828021","[Message from the President of the Japanese Society for the Study of Xenobiotics]","Yamazaki H.","Yakugaku Zasshi. 2019;139(3):415-417. doi: 10.1248/yakushi.18-00186-5.","Yamazaki H","Yakugaku Zasshi","2019","2019/03/05","","","10.1248/yakushi.18-00186-5"
"28012310","Physico-chemical profiling of semisynthetic opioids","Mazák K, Hosztafi S, Kraszni M, Noszál B.","J Pharm Biomed Anal. 2017 Feb 20;135:97-105. doi: 10.1016/j.jpba.2016.12.014. Epub 2016 Dec 15.","Mazák K","J Pharm Biomed Anal","2017","2016/12/25","","","10.1016/j.jpba.2016.12.014"
"22580524","Analgesia and serum assays of controlled-release dihydrocodeine and metabolites in cancer patients with pain","Leppert W, Mikołajczak P, Kamińska E, Szulc M.","Pharmacol Rep. 2012;64(1):84-93. doi: 10.1016/s1734-1140(12)70734-x.","Leppert W","Pharmacol Rep","2012","2012/05/15","","","10.1016/s1734-1140(12)70734-x"
"16777416","Opiate receptor binding properties of morphine-, dihydromorphine-, and codeine 6-O-sulfate ester congeners","Crooks PA, Kottayil SG, Al-Ghananeem AM, Byrn SR, Butterfield DA.","Bioorg Med Chem Lett. 2006 Aug 15;16(16):4291-5. doi: 10.1016/j.bmcl.2006.05.060. Epub 2006 Jun 13.","Crooks PA","Bioorg Med Chem Lett","2006","2006/06/17","","","10.1016/j.bmcl.2006.05.060"
"16718649","Capillary electrophoresis contributions to the hydromorphone metabolism in man","Baldacci A, Thormann W.","Electrophoresis. 2006 Jun;27(12):2444-57. doi: 10.1002/elps.200500867.","Baldacci A","Electrophoresis","2006","2006/05/24","","","10.1002/elps.200500867"
"15178355","Pharmacological characterization of dihydromorphine, 6-acetyldihydromorphine and dihydroheroin analgesia and their differentiation from morphine","Gilbert AK, Hosztafi S, Mahurter L, Pasternak GW.","Eur J Pharmacol. 2004 May 25;492(2-3):123-30. doi: 10.1016/j.ejphar.2004.03.050.","Gilbert AK","Eur J Pharmacol","2004","2004/06/05","","","10.1016/j.ejphar.2004.03.050"
"14928215","Analgesic potency and side action liability in man of heptazone, WIN 1161-2, 6-methyl dihydromorphine, Metopon, levo-isomethadone and pentobarbital sodium, as a further effort to refine methods of evaluation of analgesic drugs","KEATS AS, BEECHER HK.","J Pharmacol Exp Ther. 1952 Jun;105(2):109-29.","KEATS AS","J Pharmacol Exp Ther","1952","1952/06/01","","",""
"14301008","COMPARATIVE DISTRIBUTION OF TRITIUM-LABELED DIHYDROMORPHINE BETWEEN MATERNAL AND FETAL RATS","SANNER JH, WOODS LA.","J Pharmacol Exp Ther. 1965 May;148:176-84.","SANNER JH","J Pharmacol Exp Ther","1965","1965/05/01","","",""
"14134729","DIHYDROMORPHINE IN PERIPHERAL NERVOUS TISSUE","KOSTERLITZ HW, THOMPSON JW, WALLIS DI.","Nature. 1964 Feb 15;201:719. doi: 10.1038/201719a0.","KOSTERLITZ HW","Nature","1964","1964/02/15","","","10.1038/201719a0"
"13955512","Tritium-labeled dihydromorphine: an autoradiographic study of its tissue distribution in mice","HUG CC Jr, MELLETT LB.","Med Bull (Ann Arbor). 1963 May-Jun;29:165-74.","HUG CC Jr","Med Bull (Ann Arbor)","1963","1963/05/01","","",""
"12608825","Practical and high-yield syntheses of dihydromorphine from tetrahydrothebaine and efficient syntheses of (8S)-8-bromomorphide","Przybyl AK, Flippen-Anderson JL, Jacobson AE, Rice KC.","J Org Chem. 2003 Mar 7;68(5):2010-3. doi: 10.1021/jo0206871.","Przybyl AK","J Org Chem","2003","2003/03/01","","","10.1021/jo0206871"
"12065064","Hydromorphone metabolites: isolation and identification from pooled urine samples of a cancer patient","Zheng M, McErlane KM, Ong MC.","Xenobiotica. 2002 May;32(5):427-39. doi: 10.1080/00498250110119090.","Zheng M","Xenobiotica","2002","2002/06/18","","","10.1080/00498250110119090"
