PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31114164","Effects of dezocine for the prevention of postoperative catheter-related bladder discomfort: a prospective randomized trial","Zhang GF, Guo J, Qiu LL, Li SM, Zheng M, Xia JY, Yang JJ.","Drug Des Devel Ther. 2019 Apr 23;13:1281-1288. doi: 10.2147/DDDT.S199897. eCollection 2019.","Zhang GF","Drug Des Devel Ther","2019","2019/05/23","PMC6497880","","10.2147/DDDT.S199897"
"31094808","Dezocine Alleviates Morphine-Induced Dependence in Rats","Wu FX, Babazada H, Gao H, Huang XP, Xi CH, Chen CH, Xi J, Yu WF, Liu R.","Anesth Analg. 2019 Jun;128(6):1328-1335. doi: 10.1213/ANE.0000000000003365.","Wu FX","Anesth Analg","2019","2019/05/17","PMC6173660","NIHMS980436","10.1213/ANE.0000000000003365"
"30630559","Effects of Dezocine-Remifentanil Intravenous Anaesthesia on Perioperative Signs, Serum TNF-&aipha; and IL-6 in Liver Cancer Patients undergoing Radiofrequency Ablation","Jia Q, Tian F, Duan WN, Jia YF, Wang HX, Xia ZY.","J Coll Physicians Surg Pak. 2019 Jan;29(1):4-7. doi: 10.29271/jcpsp.2019.01.4.","Jia Q","J Coll Physicians Surg Pak","2019","2019/01/12","","","10.29271/jcpsp.2019.01.4"
"30567490","Effects of patient-controlled analgesia with hydromorphone or sufentanil on postoperative pulmonary complications in patients undergoing thoracic surgery: a quasi-experimental study","Yan G, Chen J, Yang G, Duan G, Du Z, Yu Z, Peng J, Liao W, Li H.","BMC Anesthesiol. 2018 Dec 19;18(1):192. doi: 10.1186/s12871-018-0657-7.","Yan G","BMC Anesthesiol","2018","2018/12/21","PMC6300916","","10.1186/s12871-018-0657-7"
"30558082","Compatibility and stability of dezocine and tropisetron in 0.9% sodium chloride injection for patient-controlled analgesia administration","Chen P, Chen F, Zhou BH.","Medicine (Baltimore). 2018 Dec;97(50):e13698. doi: 10.1097/MD.0000000000013698.","Chen P","Medicine (Baltimore)","2018","2018/12/19","PMC6319974","","10.1097/MD.0000000000013698"
"30463811","Comparison of the analgesic effects of dezocine, tramadol and butorphanol after cesarean section","Zhu J, Xu C, Wang X, Shi W.","Pak J Pharm Sci. 2018 Sep;31(5(Special)):2191-2195.","Zhu J","Pak J Pharm Sci","2018","2018/11/23","","",""
"30293467","Analgesic effect of preoperative dezocine-based local anesthesia in patients undergoing inguinal hernia repair","Liu X, Hu J, Gao L, Ji X, Zhai D, Song H, Wu X, Wang L.","J Int Med Res. 2018 Dec;46(12):4945-4951. doi: 10.1177/0300060518781708. Epub 2018 Oct 8.","Liu X","J Int Med Res","2018","2018/10/09","PMC6300948","","10.1177/0300060518781708"
"30278544","Effect of preemptive dezocine before general anesthesia on postoperative analgesia in patients undergoing laparoscopic cholecystectomy: A prospective observational study","Zhou L, Zhang Y, Sun H, Hu R, Wang J, Xu G.","Medicine (Baltimore). 2018 Sep;97(39):e12533. doi: 10.1097/MD.0000000000012533.","Zhou L","Medicine (Baltimore)","2018","2018/10/04","PMC6181526","","10.1097/MD.0000000000012533"
"30237513","Pharmacological Characterization of Dezocine, a Potent Analgesic Acting as a κ Partial Agonist and μ Partial Agonist","Wang YH, Chai JR, Xu XJ, Ye RF, Zan GY, Liu GY, Long JD, Ma Y, Huang X, Xiao ZC, Dong H, Wang YJ.","Sci Rep. 2018 Sep 20;8(1):14087. doi: 10.1038/s41598-018-32568-y.","Wang YH","Sci Rep","2018","2018/09/22","PMC6148296","","10.1038/s41598-018-32568-y"
"29228438","Analgesic effect of dezocine in different doses on elderly patients undergoing abdominal operation under general anesthesia and its influence on stress response to postoperative tracheal extubation","Yao ZY, Jia Z, Xie YH, Zhang LL, Zhang HS, Wu WQ, Zhang CK, Gan LJ.","Eur Rev Med Pharmacol Sci. 2017 Nov;21(22):5223-5229. doi: 10.26355/eurrev_201711_13845.","Yao ZY","Eur Rev Med Pharmacol Sci","2017","2017/12/12","","","10.26355/eurrev_201711_13845"
"29191264","The effect of dezocine pretreatment on dexamethasone-induced perineal irritation","Zheng J, Zhang Y, Gu Y, Yang F, Ma H.","Int J Clin Pharmacol Ther. 2018 Feb;56(2):90-91. doi: 10.5414/CP202943.","Zheng J","Int J Clin Pharmacol Ther","2018","2017/12/02","","","10.5414/CP202943"
"29166854","A single dose of dezocine suppresses emergence agitation in preschool children anesthetized with sevoflurane-remifentanil","An LJ, Zhang Y, Su Z, Zhang XL, Liu HL, Zhang ZJ, Hu JL, Li ST.","BMC Anesthesiol. 2017 Nov 22;17(1):154. doi: 10.1186/s12871-017-0446-8.","An LJ","BMC Anesthesiol","2017","2017/11/24","PMC5700567","","10.1186/s12871-017-0446-8"
"29097325","Efficacy and safety of different doses of dezocine for preemptive analgesia in gynecological laparoscopic surgeries: A prospective, double blind and randomized controlled clinical trial","Zhou M, Wang L, Wu C, Yan L, Wang R, Sun B, Wang J.","Int J Surg. 2017 Jan-Dec;37 Suppl 1:539-545. doi: 10.1016/j.ijsu.2017.09.079. Epub 2017 Oct 31.","Zhou M","Int J Surg","2017","2017/11/04","","","10.1016/j.ijsu.2017.09.079"
"28864688","Effect of propofol combined with opioids on cough reflex suppression in gastroscopy: study protocol for a double-blind randomized controlled trial","Yin N, Xia J, Cao YZ, Lu X, Yuan J, Xie J.","BMJ Open. 2017 Sep 1;7(9):e014881. doi: 10.1136/bmjopen-2016-014881.","Yin N","BMJ Open","2017","2017/09/03","PMC5589021","","10.1136/bmjopen-2016-014881"
"28858135","Stability study of dezocine in 0.9% sodium chloride solutions for patient-controlled analgesia administration","Fang BX, Wang LH, Liu HM, Chen FC, Liu J.","Medicine (Baltimore). 2017 Sep;96(35):e7979. doi: 10.1097/MD.0000000000007979.","Fang BX","Medicine (Baltimore)","2017","2017/09/01","PMC5585529","","10.1097/MD.0000000000007979"
"28761332","Using dezocine to prevent etomidate-induced myoclonus: a meta-analysis of randomized trials","Zhu Y, Yang Y, Zhou C, Bao Z.","Drug Des Devel Ther. 2017 Jul 18;11:2163-2170. doi: 10.2147/DDDT.S137464. eCollection 2017.","Zhu Y","Drug Des Devel Ther","2017","2017/08/02","PMC5522665","","10.2147/DDDT.S137464"
"28671091","Research on dezocine in peritoneal gynecology operation under the target organ effect","Lili S, Song Z.","Pak J Pharm Sci. 2017 May;30(3(Special)):1111-1115.","Lili S","Pak J Pharm Sci","2017","2017/07/04","","",""
"28533424","Comparison of the efficacy and safety between dezocine injection and morphine injection for persistence of pain in Chinese cancer patients: a meta-analysis","Wang L, Liu X, Wang J, Sun Y, Zhang G, Liang L.","Biosci Rep. 2017 Jun 8;37(3):BSR20170243. doi: 10.1042/BSR20170243. Print 2017 Jun 30.","Wang L","Biosci Rep","2017","2017/05/24","PMC5463259","","10.1042/BSR20170243"
"28339439","Dezocine Antagonizes Morphine Analgesia upon Simultaneous Administration in Rodent Models of Acute Nociception","Li NN, Huang YQ, Huang LE, Guo SH, Shen MR, Guo CL, Zhu SM, Yao YX.","Pain Physician. 2017 Mar;20(3):E401-E409.","Li NN","Pain Physician","2017","2017/03/25","","",""
"28338180","Influence of dexmedetomidine to cognitive function during recovery period for children with general anesthesia","Jia ZM, Hao HN, Huang ML, Ma DF, Jia XL, Ma B.","Eur Rev Med Pharmacol Sci. 2017 Mar;21(5):1106-1111.","Jia ZM","Eur Rev Med Pharmacol Sci","2017","2017/03/25","","",""
"28230181","Dezocine exhibits antihypersensitivity activities in neuropathy through spinal μ-opioid receptor activation and norepinephrine reuptake inhibition","Wang YX, Mao XF, Li TF, Gong N, Zhang MZ.","Sci Rep. 2017 Feb 23;7:43137. doi: 10.1038/srep43137.","Wang YX","Sci Rep","2017","2017/02/24","PMC5322378","","10.1038/srep43137"
"28230034","Effect of dezocine combined with propofol on painless gastroscopy in patients with suspect gastric carcinoma","Ma J, Zhang P, Zhang Y, Chen Z, Xin W, Zhang D, Ma C.","J Cancer Res Ther. 2016 Dec;12(Supplement):C271-C273. doi: 10.4103/0973-1482.200755.","Ma J","J Cancer Res Ther","2016","2017/02/24","","","10.4103/0973-1482.200755"
"28017828","Effect of Dezocine on IL-12 and IL-10 secretion and lymphocyte activation by culturing dendritic cells from human umbilical cord blood","Feng C, Feng M, Jiao R, Liu D, Jin Y, Zhao X, Xiao R.","Eur J Pharmacol. 2017 Feb 5;796:110-114. doi: 10.1016/j.ejphar.2016.12.035. Epub 2016 Dec 22.","Feng C","Eur J Pharmacol","2017","2016/12/27","","","10.1016/j.ejphar.2016.12.035"
"27766513","Risk factors for postoperative delirium after spine surgery in middle- and old-aged patients","Jiang X, Chen D, Lou Y, Li Z.","Aging Clin Exp Res. 2017 Oct;29(5):1039-1044. doi: 10.1007/s40520-016-0640-4. Epub 2016 Oct 20.","Jiang X","Aging Clin Exp Res","2017","2016/10/22","","","10.1007/s40520-016-0640-4"
"27721247","Oxycodone versus dezocine for postoperative analgesia in patients with cervical cancer treated with radical surgery","Li Z, Wu H, He R, Hu X, Liu S.","J Cancer Res Ther. 2016 Oct;12(Supplement):27-29. doi: 10.4103/0973-1482.191624.","Li Z","J Cancer Res Ther","2016","2016/10/11","","","10.4103/0973-1482.191624"
"27686642","[Random clinical study about application value of oxycodone in radiofrequency ablation of hepatocellular carcinoma]","Yao YQ, Liu YH, Fan ZY, Chen JH, Dong CJ.","Zhonghua Wai Ke Za Zhi. 2016 Oct 1;54(10):772-775. doi: 10.3760/cma.j.issn.0529-5815.2016.10.010.","Yao YQ","Zhonghua Wai Ke Za Zhi","2016","2016/10/01","","","10.3760/cma.j.issn.0529-5815.2016.10.010"
"27350739","Clinical study of anesthetization by dezocine combined with propofol for indolent colonoscopy","Xu BB, Zhao XL, Xu GP.","World J Gastroenterol. 2016 Jun 28;22(24):5609-15. doi: 10.3748/wjg.v22.i24.5609.","Xu BB","World J Gastroenterol","2016","2016/06/29","PMC4917621","","10.3748/wjg.v22.i24.5609"
"27159624","Analgesic and Sedative Effects of Dezocine and Midazolam During Vitrectomy","Xiang Y, Ye W, Sun N, Jin X.","Curr Eye Res. 2016 Nov;41(11):1460-1464. doi: 10.3109/02713683.2015.1128551. Epub 2016 May 9.","Xiang Y","Curr Eye Res","2016","2016/05/10","","","10.3109/02713683.2015.1128551"
"26640403","Divergent Effect of Dezocine, Morphine and Sufentanil on Intestinal Motor Function in Rats","Bian X, Zhou R, Yang Y, Li P, Hang Y, Hu Y, Yang L, Wen D.","Int J Med Sci. 2015 Oct 15;12(11):848-52. doi: 10.7150/ijms.12616. eCollection 2015.","Bian X","Int J Med Sci","2015","2015/12/08","PMC4643074","","10.7150/ijms.12616"
"26502859","Conscious sedation with midazolam and dezocine for diagnostic flexible bronchoscopy","Chen XK, Zhou YP, Zhang X, Xia LP, Li AF, Liu H, Yu HQ.","Eur Rev Med Pharmacol Sci. 2015 Oct;19(19):3688-92.","Chen XK","Eur Rev Med Pharmacol Sci","2015","2015/10/28","","",""
"26287536","Dezocine for Preventing Postoperative Pain: A Meta-Analysis of Randomized Controlled Trials","Zhou X, Zhang C, Wang M, Yu L, Yan M.","PLoS One. 2015 Aug 19;10(8):e0136091. doi: 10.1371/journal.pone.0136091. eCollection 2015.","Zhou X","PLoS One","2015","2015/08/20","PMC4545891","","10.1371/journal.pone.0136091"
