PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28662817","Acute and painful exacerbation of RLS and PLM induced by opioid interaction - withdrawal syndrome","Högl B, Lohner H, Mikus G, Huff H.","Sleep Med. 2017 Aug;36:186-187. doi: 10.1016/j.sleep.2017.05.010. Epub 2017 May 27.","Högl B","Sleep Med","2017","2017/07/01","","","10.1016/j.sleep.2017.05.010"
"28597312","[Management of chronic pain using extended release tilidine : Quality of life and implication of comedication on tilidine metabolism]","Wolfert C, Merbach M, Stammler G, Emrich O, Meid AD, Burhenne J, Blank A, Mikus G.","Schmerz. 2017 Oct;31(5):516-523. doi: 10.1007/s00482-017-0228-8.","Wolfert C","Schmerz","2017","2017/06/10","","","10.1007/s00482-017-0228-8"
"27060723","Cardiovascular disorders associated with naloxone monotherapy and in fixed-dose combination with opioids: Data from international safety surveillance","Sandhu A, Kao D, Mehler PS, Haigney MC, Krantz MJ.","Int J Cardiol. 2016 Jun 1;212:360-3. doi: 10.1016/j.ijcard.2016.03.079. Epub 2016 Mar 24.","Sandhu A","Int J Cardiol","2016","2016/04/10","","","10.1016/j.ijcard.2016.03.079"
"26747067","Treatment Options for Central Sleep Apnea: Comparison of Ventilator, Oxygen, and Drug Therapies","Yayan J, Rasche K.","Adv Exp Med Biol. 2016;905:79-86. doi: 10.1007/5584_2015_183.","Yayan J","Adv Exp Med Biol","2016","2016/01/10","","","10.1007/5584_2015_183"
"26099752","[Efficacy of epidural steroid injections for chronic lumbar pain syndromes without neurological deficits. A randomized, double blind study as part of a multimodal treatment concept]","Niemier K, Schindler M, Volk T, Baum K, Wolf B, Eberitsch J, Seidel W.","Schmerz. 2015 Jul;29(3):300-7. doi: 10.1007/s00482-015-0020-6.","Niemier K","Schmerz","2015","2015/06/24","","","10.1007/s00482-015-0020-6"
"25223231","Pre-systemic elimination of tilidine: localization and consequences for the formation of the active metabolite nortilidine","Eichbaum C, Mathes K, Burhenne J, Markert C, Blank A, Mikus G.","Basic Clin Pharmacol Toxicol. 2015 Feb;116(2):129-33. doi: 10.1111/bcpt.12328. Epub 2014 Oct 7.","Eichbaum C","Basic Clin Pharmacol Toxicol","2015","2014/09/17","","","10.1111/bcpt.12328"
"24935086","Segmental hair analysis for differentiation of tilidine intake from external contamination using LC-ESI-MS/MS and MALDI-MS/MS imaging","Poetzsch M, Baumgartner MR, Steuer AE, Kraemer T.","Drug Test Anal. 2015 Feb;7(2):143-9. doi: 10.1002/dta.1674. Epub 2014 Jun 16.","Poetzsch M","Drug Test Anal","2015","2014/06/18","","","10.1002/dta.1674"
"23844964","Topical review on the abuse and misuse potential of tramadol and tilidine in Germany","Radbruch L, Glaeske G, Grond S, Münchberg F, Scherbaum N, Storz E, Tholen K, Zagermann-Muncke P, Zieglgänsberger W, Hoffmann-Menzel H, Greve H, Cremer-Schaeffer P.","Subst Abus. 2013;34(3):313-20. doi: 10.1080/08897077.2012.735216.","Radbruch L","Subst Abus","2013","2013/07/13","","","10.1080/08897077.2012.735216"
"23768028","Severe postoperative hyperthermic syndrome after addition of tilidine/naloxone to duloxetine therapy","Vinetti M, Duprez T, Hantson P.","Clin Toxicol (Phila). 2013 Jul;51(6):516-7. doi: 10.3109/15563650.2013.808748. Epub 2013 Jun 14.","Vinetti M","Clin Toxicol (Phila)","2013","2013/06/18","","","10.3109/15563650.2013.808748"
"23340881","[Chronic non-cancer-related pain. Long-term treatment with rapid-release and short-acting opioids in the context of misuse and dependency]","Scharnagel R, Kaiser U, Schütze A, Heineck R, Gossrau G, Sabatowski R.","Schmerz. 2013 Feb;27(1):7-19. doi: 10.1007/s00482-012-1278-6.","Scharnagel R","Schmerz","2013","2013/01/24","","","10.1007/s00482-012-1278-6"
