PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31054300","Polysaccharide from Spirulina platensis ameliorates diphenoxylate-induced constipation symptoms in mice","Ma H, Xiong H, Zhu X, Ji C, Xue J, Li R, Ge B, Cui H.","Int J Biol Macromol. 2019 Jul 15;133:1090-1101. doi: 10.1016/j.ijbiomac.2019.04.209. Epub 2019 May 1.","Ma H","Int J Biol Macromol","2019","2019/05/05","","","10.1016/j.ijbiomac.2019.04.209"
"30785176","Protective effect of mulberry (Morus atropurpurea) fruit against diphenoxylate-induced constipation in mice through the modulation of gut microbiota","Hu TG , Wen P , Fu HZ , Lin GY , Liao ST , Zou YX .","Food Funct. 2019 Mar 20;10(3):1513-1528. doi: 10.1039/c9fo00132h.","Hu TG","Food Funct","2019","2019/02/21","","","10.1039/c9fo00132h"
"30293314","[Abuse of diphenoxylate and related factors of forced drug abstainer in Gansu province]","Huang JJ, Rong YM, Li RC, Li YL, Yang YX, Bao KF, Zhang JH, Liu YQ, Du XY, Zheng S, Bai YN.","Zhonghua Liu Xing Bing Xue Za Zhi. 2018 Sep 10;39(9):1222-1227. doi: 10.3760/cma.j.issn.0254-6450.2018.09.015.","Huang JJ","Zhonghua Liu Xing Bing Xue Za Zhi","2018","2018/10/09","","","10.3760/cma.j.issn.0254-6450.2018.09.015"
"29627986","Bacterial Cellulose Relieves Diphenoxylate-Induced Constipation in Rats","Zhai X, Lin D, Zhao Y, Yang X.","J Agric Food Chem. 2018 Apr 25;66(16):4106-4117. doi: 10.1021/acs.jafc.8b00385. Epub 2018 Apr 16.","Zhai X","J Agric Food Chem","2018","2018/04/10","","","10.1021/acs.jafc.8b00385"
"28116748","Sergio Henrique Ferreira (1934-2016)","Bakhle YS, Flower RJ.","Br J Pharmacol. 2017 Feb;174(4):341-342. doi: 10.1111/bph.13683. Epub 2017 Jan 23.","Bakhle YS","Br J Pharmacol","2017","2017/01/25","PMC5289941","","10.1111/bph.13683"
"27881814","Chronic Norovirus Infections in Cardiac Transplant Patients","Jurgens PT, Allen LA, Ambardekar AV, McIlvennan CK.","Prog Transplant. 2017 Mar;27(1):69-72. doi: 10.1177/1526924816679843. Epub 2016 Nov 23.","Jurgens PT","Prog Transplant","2017","2016/11/25","","","10.1177/1526924816679843"
"26314691","Median raphe stimulation-induced motor inhibition concurrent with suppression of type 1 and type 2 hippocampal theta","Bland BH, Bland CE, MacIver MB.","Hippocampus. 2016 Mar;26(3):289-300. doi: 10.1002/hipo.22521. Epub 2015 Oct 1.","Bland BH","Hippocampus","2016","2015/08/29","","","10.1002/hipo.22521"
"23475156","[Treatment of diarrhea with loperamide in palliative medicine. A systematic review]","Pastrana T, Meißner W.","Schmerz. 2013 Apr;27(2):182-9. doi: 10.1007/s00482-013-1296-z.","Pastrana T","Schmerz","2013","2013/03/12","","","10.1007/s00482-013-1296-z"
"23084278","Structure-activity relationship exploration of Kv1.3 blockers based on diphenoxylate","Nguyen W, Howard BL, Jenkins DP, Wulff H, Thompson PE, Manallack DT.","Bioorg Med Chem Lett. 2012 Dec 1;22(23):7106-9. doi: 10.1016/j.bmcl.2012.09.080. Epub 2012 Sep 29.","Nguyen W","Bioorg Med Chem Lett","2012","2012/10/23","PMC3664202","NIHMS464831","10.1016/j.bmcl.2012.09.080"
"23039112","Structure analysis and laxative effects of oligosaccharides isolated from bananas","Wang J, Huang HH, Cheng YF, Yang GM.","J Med Food. 2012 Oct;15(10):930-5. doi: 10.1089/jmf.2012.2224.","Wang J","J Med Food","2012","2012/10/09","","","10.1089/jmf.2012.2224"
