PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31651529","Analgesic and Respiratory Depressant Effects of R-dihydroetorphine: A Pharmacokinetic-Pharmacodynamic Analysis in Healthy Male Volunteers","Olofsen E, Boom M, Sarton E, van Velzen M, Baily P, Smith KJ, Oksche A, Dahan A, Niesters M.","Anesthesiology. 2019 Dec;131(6):1327-1339. doi: 10.1097/ALN.0000000000002991.","Olofsen E","Anesthesiology","2019","2019/10/26","","","10.1097/ALN.0000000000002991"
"20228826","Paradoxical relationship between RAVE (relative activity versus endocytosis) values of several opioid receptor agonists and their liability to cause dependence","Wang YH, Sun JF, Tao YM, Xu XJ, Chi ZQ, Liu JG.","Acta Pharmacol Sin. 2010 Apr;31(4):393-8. doi: 10.1038/aps.2010.19. Epub 2010 Mar 15.","Wang YH","Acta Pharmacol Sin","2010","2010/03/16","PMC4007660","","10.1038/aps.2010.19"
"16344893","Tramadol and dihydroetorphine produce synergistic analgesic effect and postpones acute opiate tolerance in rats","Ming XY, Wang W, Han JS, Luo F.","Sheng Li Xue Bao. 2005 Dec 25;57(6):696-704.","Ming XY","Sheng Li Xue Bao","2005","2005/12/14","","",""
"12956932","Binding affinity to and dependence on some opioids in Sf9 insect cells expressing human mu-opioid receptor","Liu ZH, He Y, Jin WQ, Chen XJ, Zhang HP, Shen QX, Chi ZQ.","Acta Pharmacol Sin. 2003 Sep;24(9):859-63.","Liu ZH","Acta Pharmacol Sin","2003","2003/09/06","","",""
"12601499","Discriminative stimulus and antinociceptive effects of dihydroetorphine in rhesus monkeys","Gerak LR, Gauthier CR, France CR.","Psychopharmacology (Berl). 2003 Apr;166(4):351-9. doi: 10.1007/s00213-002-1268-y. Epub 2003 Feb 25.","Gerak LR","Psychopharmacology (Berl)","2003","2003/02/26","","","10.1007/s00213-002-1268-y"
"12570846","Opioid ligands having delayed long-term antagonist activity: potential pharmacotherapies for opioid abuse","Husbands SM, Lewis JW.","Mini Rev Med Chem. 2003 Mar;3(2):137-44. doi: 10.2174/1389557033405395.","Husbands SM","Mini Rev Med Chem","2003","2003/02/07","","","10.2174/1389557033405395"
"12481194","Dihydroetorphine: a potent analgesic: pharmacology, toxicology, pharmacokinetics, and clinical effects","Ohmori S, Morimoto Y.","CNS Drug Rev. 2002 Winter;8(4):391-404. doi: 10.1111/j.1527-3458.2002.tb00236.x.","Ohmori S","CNS Drug Rev","2002","2002/12/14","PMC6741694","","10.1111/j.1527-3458.2002.tb00236.x"
"12020678","Biochemical characterisation of newly developed beta-etorphine and beta-dihydroetorphine derivatives","Biyashev D, Garadnay S, Marton J, Makleit S, Borsodi A, Benyhe S.","Eur J Pharmacol. 2002 May 3;442(1-2):23-7. doi: 10.1016/s0014-2999(02)01492-9.","Biyashev D","Eur J Pharmacol","2002","2002/05/22","","","10.1016/s0014-2999(02)01492-9"
"11448480","Tolerance to analgesia and dependence liability by topical application of dihydroetorphine to hairless rats","Ohmori S, Fang L, Kawase M, Saito S, Morimoto Y.","Eur J Pharmacol. 2001 Jul 6;423(2-3):157-66. doi: 10.1016/s0014-2999(01)01098-6.","Ohmori S","Eur J Pharmacol","2001","2001/07/13","","","10.1016/s0014-2999(01)01098-6"
"11201250","A protective effect against undesirable increase of dihydroetorphine permeation through damaged skin by using pressure-sensitive adhesive tape with an ethylene-vinyl acetate co-polymer membrane","Ohmori S, Sugiyama Y, Morimoto Y.","Biol Pharm Bull. 2001 Jan;24(1):78-83. doi: 10.1248/bpb.24.78.","Ohmori S","Biol Pharm Bull","2001","2001/02/24","","","10.1248/bpb.24.78"
