PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30922276","Optimal treatment of opioid induced constipation in daily clinical practice - an observational study","Neefjes ECW, van der Wijngaart H, van der Vorst MJDL, Ten Oever D, van der Vliet HJ, Beeker A, Rhodius CA, van den Berg HP, Berkhof J, Verheul HMW.","BMC Palliat Care. 2019 Mar 29;18(1):31. doi: 10.1186/s12904-019-0416-7.","Neefjes ECW","BMC Palliat Care","2019","2019/03/30","PMC6439982","","10.1186/s12904-019-0416-7"
"30277930","Identifying and Treating Opioid Side Effects: The Development of Methylnaltrexone","Moss J.","Anesthesiology. 2019 Jan;130(1):142-148. doi: 10.1097/ALN.0000000000002428.","Moss J","Anesthesiology","2019","2018/10/03","","","10.1097/ALN.0000000000002428"
"30189347","Opioid receptors in the GI tract: targets for treatment of both diarrhea and constipation in functional bowel disorders?","Pannemans J, Corsetti M.","Curr Opin Pharmacol. 2018 Dec;43:53-58. doi: 10.1016/j.coph.2018.08.008. Epub 2018 Sep 3.","Pannemans J","Curr Opin Pharmacol","2018","2018/09/07","","","10.1016/j.coph.2018.08.008"
"30020107","Methylnaltrexone-Associated Bowel Perforation in Postoperative Opioid-Induced Constipation and Ogilvie Syndrome: A Case Report","Blackney KA, Kamdar NV, Liu CA, Edwards DA.","A A Pract. 2019 Jan 15;12(2):44-46. doi: 10.1213/XAA.0000000000000840.","Blackney KA","A A Pract","2019","2018/07/19","","","10.1213/XAA.0000000000000840"
"30001114","Methylation Products of 6β- N-Heterocyclic Substituted Naltrexamine Derivatives as Potential Peripheral Opioid Receptor Modulators","Zheng Y, Obeng S, Wang H, Stevens DL, Komla E, Selley DE, Dewey WL, Akbarali HI, Zhang Y.","ACS Chem Neurosci. 2018 Dec 19;9(12):3028-3037. doi: 10.1021/acschemneuro.8b00234. Epub 2018 Jul 23.","Zheng Y","ACS Chem Neurosci","2018","2018/07/13","PMC6344324","NIHMS989182","10.1021/acschemneuro.8b00234"
"29979903","Methylnaltrexone bromide for the treatment of opioid-induced constipation","Mozaffari S, Nikfar S, Abdollahi M.","Expert Opin Pharmacother. 2018 Jul;19(10):1127-1135. doi: 10.1080/14656566.2018.1491549. Epub 2018 Jul 6.","Mozaffari S","Expert Opin Pharmacother","2018","2018/07/07","","","10.1080/14656566.2018.1491549"
"29869799","Mu-opioid antagonists for opioid-induced bowel dysfunction in people with cancer and people receiving palliative care","Candy B, Jones L, Vickerstaff V, Larkin PJ, Stone P.","Cochrane Database Syst Rev. 2018 Jun 5;6(6):CD006332. doi: 10.1002/14651858.CD006332.pub3.","Candy B","Cochrane Database Syst Rev","2018","2018/06/06","PMC6513061","","10.1002/14651858.CD006332.pub3"
"29621475","Management of Opioid-Induced Constipation in Patients with Malignancy","Garcia JM, Shamliyan TA.","Am J Med. 2018 Sep;131(9):1041-1051.e3. doi: 10.1016/j.amjmed.2018.02.038. Epub 2018 Apr 2.","Garcia JM","Am J Med","2018","2018/04/06","","","10.1016/j.amjmed.2018.02.038"
"29509554","Methylnaltrexone for Neostigmine-Resistant Ogilvie Syndrome","Tahir M, Singh A, Amjad W.","Am J Ther. 2018 Nov/Dec;25(6):e727-e728. doi: 10.1097/MJT.0000000000000743.","Tahir M","Am J Ther","2018","2018/03/07","","","10.1097/MJT.0000000000000743"
"29352328","Attenuation of serotonin-induced itch by sumatriptan: possible involvement of endogenous opioids","Haddadi NS, Foroutan A, Shakiba S, Afshari K, Ostadhadi S, Daneshpazhooh M, Dehpour AR.","Arch Dermatol Res. 2018 Mar;310(2):165-172. doi: 10.1007/s00403-018-1809-9. Epub 2018 Jan 19.","Haddadi NS","Arch Dermatol Res","2018","2018/01/21","","","10.1007/s00403-018-1809-9"
"29314653","Identification of oxymorphone as decomposition product of the permitted drug methylnaltrexone","Sobolevsky T, Kucherova Y, Ahrens B.","Drug Test Anal. 2018 May;10(5):892-895. doi: 10.1002/dta.2353. Epub 2018 Feb 6.","Sobolevsky T","Drug Test Anal","2018","2018/01/10","","","10.1002/dta.2353"
"29290404","The effects of recurrent hypoglycaemia and opioid antagonists on the adrenal catecholamine synthetic capacity in a rat model of HAAF","Senthilkumaran M, Bobrovskaya L.","Auton Neurosci. 2018 Mar;210:76-80. doi: 10.1016/j.autneu.2017.12.004. Epub 2017 Dec 16.","Senthilkumaran M","Auton Neurosci","2018","2018/01/02","","","10.1016/j.autneu.2017.12.004"
"29210822","PERIPHERALLY ACTING MU-OPIOID RECEPTOR ANTAGONISTS","Martinez-Cox S, Espinosa K, Friece C, Rahman A.","Gastroenterol Nurs. 2017 Nov/Dec;40(6):517-522. doi: 10.1097/SGA.0000000000000326.","Martinez-Cox S","Gastroenterol Nurs","2017","2017/12/07","","","10.1097/SGA.0000000000000326"
"29134730","Role of central versus peripheral opioid system in antinociceptive and anti-inflammatory effect of botulinum toxin type A in trigeminal region","Drinovac Vlah V, Filipović B, Bach-Rojecky L, Lacković Z.","Eur J Pain. 2018 Mar;22(3):583-591. doi: 10.1002/ejp.1146. Epub 2017 Nov 13.","Drinovac Vlah V","Eur J Pain","2018","2017/11/15","","","10.1002/ejp.1146"
"29092627","Evidence Based Review of Pharmacotherapy for Opioid-Induced Constipation in Noncancer Pain","Murphy JA, Sheridan EA.","Ann Pharmacother. 2018 Apr;52(4):370-379. doi: 10.1177/1060028017739637. Epub 2017 Nov 2.","Murphy JA","Ann Pharmacother","2018","2017/11/03","","","10.1177/1060028017739637"
"28810695","Long-Term Safety and Efficacy of Subcutaneous Methylnaltrexone in Patients with Opioid-Induced Constipation and Chronic Noncancer Pain: A Phase 3, Open-Label Trial","Webster LR, Michna E, Khan A, Israel RJ, Harper JR.","Pain Med. 2017 Aug 1;18(8):1496-1504. doi: 10.1093/pm/pnx148.","Webster LR","Pain Med","2017","2017/08/17","PMC5914419","","10.1093/pm/pnx148"
"28776489","Pharmacokinetic study of methylnaltrexone after single and multiple subcutaneous administrations in healthy Chinese subjects","Zhang D, Ma JY, Yang M, Deng M, Liu H.","Xenobiotica. 2018 Aug;48(8):804-808. doi: 10.1080/00498254.2017.1364449. Epub 2017 Aug 17.","Zhang D","Xenobiotica","2018","2017/08/05","","","10.1080/00498254.2017.1364449"
"28580486","The Role of Endogenous Opioid System in the Regulation of Heart Tolerance to Stress-Induced Damage","Lishmanov YB, Tsibul'nikov SY, Naryzhnaya NV, Korobov MV, Maslov LN.","Bull Exp Biol Med. 2017 May;163(1):25-27. doi: 10.1007/s10517-017-3729-7. Epub 2017 Jun 3.","Lishmanov YB","Bull Exp Biol Med","2017","2017/06/06","","","10.1007/s10517-017-3729-7"
"28554659","Naloxegol, an opioid antagonist with reduced CNS penetration: Mode-of-action and human relevance for rat testicular tumours","Andersson H, Mitchard T, Johnson N, Floettmann E.","Toxicol Appl Pharmacol. 2017 Aug 15;329:85-95. doi: 10.1016/j.taap.2017.05.032. Epub 2017 May 26.","Andersson H","Toxicol Appl Pharmacol","2017","2017/05/31","","","10.1016/j.taap.2017.05.032"
"28363231","[Management of adverse effects of opioid therapy]","Wirz S.","Z Gastroenterol. 2017 Apr;55(4):394-400. doi: 10.1055/s-0043-103348. Epub 2017 Mar 31.","Wirz S","Z Gastroenterol","2017","2017/04/01","","","10.1055/s-0043-103348"
"28315644","Effects of Buprenorphine, Methylnaltrexone, and Their Combination on Gastrointestinal Transit in Healthy New Zealand White Rabbits","Martin-Flores M, Singh B, Walsh CA, Brooks EP, Taylor L, Mitchell LM.","J Am Assoc Lab Anim Sci. 2017 Mar 1;56(2):155-159.","Martin-Flores M","J Am Assoc Lab Anim Sci","2017","2017/03/20","PMC5361040","",""
"28168885","Methylnaltrexone Versus Naloxone for Opioid-Induced Constipation in the Medical Intensive Care Unit","Merchan C, Altshuler D, Papadopoulos J.","Ann Pharmacother. 2017 Mar;51(3):203-208. doi: 10.1177/1060028016677310. Epub 2016 Nov 13.","Merchan C","Ann Pharmacother","2017","2017/02/08","","","10.1177/1060028016677310"
"28110513","Effect of methylnaltrexone and naloxone on esophageal motor function in man","Scarpellini E, Pauwels A, Vos R, Rommel N, Tack J.","Neurogastroenterol Motil. 2017 Mar;29(3). doi: 10.1111/nmo.12938. Epub 2017 Jan 22.","Scarpellini E","Neurogastroenterol Motil","2017","2017/01/23","","","10.1111/nmo.12938"
"28092666","Loss of μ opioid receptor signaling in nociceptors, but not microglia, abrogates morphine tolerance without disrupting analgesia","Corder G, Tawfik VL, Wang D, Sypek EI, Low SA, Dickinson JR, Sotoudeh C, Clark JD, Barres BA, Bohlen CJ, Scherrer G.","Nat Med. 2017 Feb;23(2):164-173. doi: 10.1038/nm.4262. Epub 2017 Jan 16.","Corder G","Nat Med","2017","2017/01/17","PMC5296291","NIHMS834527","10.1038/nm.4262"
"27860208","Randomized, Double-Blind Trial of Oral Methylnaltrexone for the Treatment of Opioid-Induced Constipation in Patients with Chronic Noncancer Pain","Rauck R, Slatkin NE, Stambler N, Harper JR, Israel RJ.","Pain Pract. 2017 Jul;17(6):820-828. doi: 10.1111/papr.12535. Epub 2017 Feb 10.","Rauck R","Pain Pract","2017","2016/11/19","","","10.1111/papr.12535"
"27628064","Phase II trial of subcutaneous methylnaltrexone in the treatment of severe opioid-induced constipation (OIC) in cancer patients: an exploratory study","Mori M, Ji Y, Kumar S, Ashikaga T, Ades S.","Int J Clin Oncol. 2017 Apr;22(2):397-404. doi: 10.1007/s10147-016-1041-6. Epub 2016 Sep 15.","Mori M","Int J Clin Oncol","2017","2016/09/16","","","10.1007/s10147-016-1041-6"
"27573565","Treatment with methylnaltrexone is associated with increased survival in patients with advanced cancer","Janku F, Johnson LK, Karp DD, Atkins JT, Singleton PA, Moss J.","Ann Oncol. 2016 Nov;27(11):2032-2038. doi: 10.1093/annonc/mdw317. Epub 2016 Aug 29.","Janku F","Ann Oncol","2016","2016/08/31","PMC6267944","","10.1093/annonc/mdw317"
"27417446","Constipation in Elderly Patients with Noncancer Pain: Focus on Opioid-Induced Constipation","Chokhavatia S, John ES, Bridgeman MB, Dixit D.","Drugs Aging. 2016 Aug;33(8):557-74. doi: 10.1007/s40266-016-0381-2.","Chokhavatia S","Drugs Aging","2016","2016/07/16","PMC5012150","","10.1007/s40266-016-0381-2"
"27412108","Protocol for a randomised control trial of methylnaltrexone for the treatment of opioid-induced constipation and gastrointestinal stasis in intensive care patients (MOTION)","Patel PB, Brett SJ, O'Callaghan D, Anjum A, Cross M, Warwick J, Gordon AC.","BMJ Open. 2016 Jul 13;6(7):e011750. doi: 10.1136/bmjopen-2016-011750.","Patel PB","BMJ Open","2016","2016/07/15","PMC4947806","","10.1136/bmjopen-2016-011750"
"26950234","Methylnaltrexone for the Treatment of Constipation in Critically Ill Children","López J, Fernández SN, Santiago MJ, Urbano J, González R, Fernández-Llamazares C, López-Herce J.","J Clin Gastroenterol. 2016 Apr;50(4):351-2. doi: 10.1097/MCG.0000000000000483.","López J","J Clin Gastroenterol","2016","2016/03/08","","","10.1097/MCG.0000000000000483"
"26839023","Efficacy of methylnaltrexone for the treatment of opiod-induced constipation: a meta-analysis and systematic review","Mehta N, O'Connell K, Giambrone GP, Baqai A, Diwan S.","Postgrad Med. 2016;128(3):282-9. doi: 10.1080/00325481.2016.1149017. Epub 2016 Feb 23.","Mehta N","Postgrad Med","2016","2016/02/04","","","10.1080/00325481.2016.1149017"
"26702846","Opioid-induced constipation in chronic noncancer pain","Weber HC.","Curr Opin Endocrinol Diabetes Obes. 2016 Feb;23(1):11-7. doi: 10.1097/MED.0000000000000220.","Weber HC","Curr Opin Endocrinol Diabetes Obes","2016","2015/12/26","","","10.1097/MED.0000000000000220"
"26650429","Efficacy and Safety of Methylnaltrexone for Opioid-Induced Constipation in Patients With Chronic Noncancer Pain: A Placebo Crossover Analysis","Viscusi ER, Barrett AC, Paterson C, Forbes WP.","Reg Anesth Pain Med. 2016 Jan-Feb;41(1):93-8. doi: 10.1097/AAP.0000000000000341.","Viscusi ER","Reg Anesth Pain Med","2016","2015/12/10","PMC4684250","","10.1097/AAP.0000000000000341"
"26439728","Opioid-Induced Constipation Part 2: Newer Therapies #295","Badke A, Rosielle DA.","J Palliat Med. 2015 Oct;18(10):893-4. doi: 10.1089/jpm.2015.0153.","Badke A","J Palliat Med","2015","2015/10/07","","","10.1089/jpm.2015.0153"
"26360669","Constipation: opioid antagonists in people prescribed opioids","Ahmedzai SH, Boland JW.","BMJ Clin Evid. 2015 Sep 11;2015:2407.","Ahmedzai SH","BMJ Clin Evid","2015","2015/09/12","PMC4566814","",""
"26313157","Extended-release but not immediate-release and subcutaneous methylnaltrexone antagonizes the loperamide-induced delay of whole-gut transit time in healthy subjects","Kolbow J, Modess C, Wegner D, Oswald S, Maritz MA, Rey H, Weitschies W, Siegmund W.","J Clin Pharmacol. 2016 Feb;56(2):239-45. doi: 10.1002/jcph.624. Epub 2015 Oct 20.","Kolbow J","J Clin Pharmacol","2016","2015/08/28","","","10.1002/jcph.624"
"26201215","Methylnaltrexone to Palliate Pruritus in Terminal Hepatic Disease","Hohl CM, Wong JK, Harlos MS.","J Palliat Care. 2015;31(2):124-6. doi: 10.1177/082585971503100209.","Hohl CM","J Palliat Care","2015","2015/07/24","","","10.1177/082585971503100209"
"26150678","Naloxegol: A Novel Therapy in the Management of Opioid-Induced Constipation","Jones R, Prommer E, Backstedt D.","Am J Hosp Palliat Care. 2016 Nov;33(9):875-880. doi: 10.1177/1049909115593937. Epub 2015 Jul 6.","Jones R","Am J Hosp Palliat Care","2016","2015/07/08","","","10.1177/1049909115593937"
"26078009","Morphine Modulates Interleukin-4- or Breast Cancer Cell-induced Pro-metastatic Activation of Macrophages","Khabbazi S, Goumon Y, Parat MO.","Sci Rep. 2015 Jun 16;5:11389. doi: 10.1038/srep11389.","Khabbazi S","Sci Rep","2015","2015/06/17","PMC4468425","","10.1038/srep11389"
"26043235","The mu opioid receptor: A new target for cancer therapy?","Singleton PA, Moss J, Karp DD, Atkins JT, Janku F.","Cancer. 2015 Aug 15;121(16):2681-8. doi: 10.1002/cncr.29460. Epub 2015 Jun 4.","Singleton PA","Cancer","2015","2015/06/05","","","10.1002/cncr.29460"
